,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.96, 14.3  /  15  /  7.6 ,50.9%,11.9%,198,0.1%,"587,817",Sentinel
1,2,Jett,1.07, 17.3  /  16.2  /  3.8 ,48.8%,11.5%,239,0.1%,"567,112",Duelist
2,3,Omen,0.99, 15.1  /  15.2  /  7.7 ,48.9%,10.5%,207,0.1%,"515,815",Controller
3,4,Raze,1.05, 17  /  16.1  /  5 ,49.8%,10.4%,244,0.1%,"510,099",Duelist
4,5,Reyna,1.13, 17.7  /  15.8  /  4.5 ,49.7%,8.8%,244,0.1%,"434,663",Duelist
5,6,Skye,0.96, 14.5  /  15.1  /  8 ,49.5%,8.1%,200,0.1%,"398,375",Initiator
6,7,Killjoy,1.01, 14.8  /  14.5  /  3.8 ,49.2%,5.8%,204,0.1%,"283,549",Sentinel
7,8,Cypher,1.01, 14.8  /  14.7  /  4.8 ,48.5%,5.5%,201,0.1%,"272,497",Sentinel
8,9,Brimstone,0.98, 14.8  /  15.1  /  9.3 ,50.7%,4.1%,209,0.1%,"202,675",Controller
9,10,Astra,1.05, 15.4  /  14.7  /  6.9 ,49.3%,3.3%,210,0.1%,"159,880",Controller
10,11,Gekko,0.94, 14.3  /  15.2  /  4.8 ,49.0%,2.8%,195,0.1%,"138,855",Initiator
11,12,Chamber,1.07, 16.3  /  15.2  /  3 ,47.4%,2.7%,219,0.1%,"133,681",Sentinel
12,13,KAY/O,0.92, 14.4  /  15.6  /  8.9 ,45.4%,2.5%,204,0.1%,"124,060",Initiator
13,14,Breach,0.94, 14.5  /  15.4  /  7.1 ,47.9%,2.4%,201,0.1%,"116,219",Initiator
14,15,Phoenix,1.09, 17.1  /  15.7  /  4.8 ,49.6%,2.3%,238,0.1%,"111,776",Duelist
15,16,Fade,0.96, 14.5  /  15.2  /  6.2 ,48.6%,2.0%,200,0.1%,"96,169",Initiator
16,17,Viper,1.02, 15.1  /  14.8  /  5.8 ,48.5%,1.8%,209,0.1%,"86,584",Controller
17,18,Sova,0.99, 14.8  /  15  /  5.5 ,48.0%,1.6%,207,0.1%,"77,458",Initiator
18,19,Yoru,1.01, 15.9  /  15.7  /  4.6 ,46.5%,0.9%,219,0.1%,"46,449",Duelist
19,20,Neon,0.96, 15.9  /  16.5  /  4.2 ,46.8%,0.8%,222,0.1%,"37,271",Duelist
20,21,Harbor,0.92, 14.1  /  15.4  /  6.1 ,44.3%,0.4%,195,0.1%,"18,099",Controller
