,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.9, 13.1  /  14.5  /  7.3 ,50.8%,13.2%,188,0.1%,"47,906",Sentinel
1,2,Reyna,1.16, 17.8  /  15.3  /  4.7 ,51.1%,12.2%,252,0.1%,"44,138",Duelist
2,3,Raze,1.05, 16.4  /  15.5  /  5.1 ,50.6%,8.2%,242,0.1%,"29,657",Duelist
3,4,Omen,0.99, 14.8  /  15  /  6 ,49.4%,7.5%,210,0.1%,"27,146",Controller
4,5,Jett,1.08, 16.9  /  15.6  /  4 ,49.6%,7.5%,240,0.1%,"27,135",Duelist
5,6,Killjoy,0.99, 14.1  /  14.2  /  4.2 ,50.5%,6.8%,202,0.2%,"24,530",Sentinel
6,7,Brimstone,0.97, 14.4  /  14.8  /  7.5 ,49.5%,5.0%,209,0.1%,"17,977",Controller
7,8,Skye,0.92, 13.7  /  14.9  /  7.7 ,49.8%,4.7%,197,0.1%,"16,985",Initiator
8,9,Cypher,1.0, 14.3  /  14.3  /  5.1 ,48.7%,4.2%,200,0.2%,"15,372",Sentinel
9,10,Fade,0.92, 13.8  /  15  /  6 ,49.7%,4.1%,197,0.1%,"14,806",Initiator
10,11,Phoenix,1.09, 16.4  /  15  /  4.6 ,49.5%,3.7%,237,0.1%,"13,526",Duelist
11,12,KAY/O,0.89, 13.6  /  15.2  /  8.2 ,47.0%,3.7%,199,0.1%,"13,491",Initiator
12,13,Viper,0.96, 14.1  /  14.6  /  5.3 ,50.0%,3.7%,201,0.2%,"13,269",Controller
13,14,Sova,0.96, 14.2  /  14.8  /  5.3 ,47.5%,3.6%,204,0.1%,"13,021",Initiator
14,15,Breach,0.93, 14.1  /  15.1  /  5.9 ,48.4%,2.6%,204,0.1%,"9,535",Initiator
15,16,Neon,0.99, 15.7  /  15.9  /  4.3 ,48.2%,2.6%,224,0.1%,"9,301",Duelist
16,17,Chamber,1.03, 15.3  /  14.9  /  3.4 ,47.1%,2.2%,214,0.1%,"7,806",Sentinel
17,18,Yoru,0.99, 15.1  /  15.3  /  4.4 ,46.5%,2.1%,215,0.1%,"7,563",Duelist
18,19,Astra,1.04, 14.8  /  14.3  /  5.6 ,50.6%,1.5%,210,0.1%,"5,523",Controller
19,20,Harbor,0.89, 13.6  /  15.2  /  5.5 ,44.2%,1.1%,194,0.1%,"3,883",Controller
