,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.06, 17.2  /  16.3  /  3.5 ,49.2%,13.8%,235,0.2%,"512,805"
1,2,Chamber,1.11, 16.9  /  15.2  /  2.8 ,49.4%,13.3%,225,0.2%,"494,547"
2,3,Reyna,1.11, 17.6  /  15.8  /  4.2 ,50.8%,9.9%,241,0.2%,"367,965"
3,4,Sova,0.98, 14.5  /  14.8  /  5.7 ,50.5%,7.3%,201,0.1%,"273,156"
4,5,Viper,1, 14.8  /  14.8  /  5.6 ,49.6%,6.9%,202,0.1%,"255,816"
5,6,Raze,1.05, 16.8  /  16  /  4.7 ,51.4%,5.9%,240,0.2%,"221,034"
6,7,Sage,0.95, 14.3  /  15  /  6.7 ,51.1%,5.8%,196,0.1%,"217,566"
7,8,Fade,0.95, 14.5  /  15.3  /  6.7 ,49.5%,5.8%,199,0.1%,"216,750"
8,9,Brimstone,0.98, 14.7  /  15  /  8.2 ,51.3%,5.3%,204,0.1%,"198,084"
9,10,Omen,0.97, 14.8  /  15.3  /  7.4 ,49.1%,4.5%,201,0.1%,"167,790"
10,11,Cypher,1, 14.8  /  14.8  /  4.4 ,47.9%,3.4%,199,0.1%,"127,653"
11,12,KAY/O,0.92, 14.5  /  15.7  /  8.7 ,45.5%,3.1%,204,0.1%,"117,249"
12,13,Phoenix,1.11, 17.3  /  15.6  /  4.5 ,52.5%,2.8%,240,0.2%,"105,417"
13,14,Skye,0.96, 14.7  /  15.3  /  6.9 ,49.4%,2.6%,201,0.1%,"97,410"
14,15,Breach,0.93, 14.2  /  15.3  /  7.5 ,48.4%,2.5%,196,0.1%,"91,800"
15,16,Killjoy,1.04, 15  /  14.4  /  3.7 ,52.2%,2.1%,206,0.1%,"79,509"
16,17,Astra,1.01, 15  /  14.9  /  6.4 ,47.2%,1.9%,203,0.1%,"69,156"
17,18,Neon,1, 16.6  /  16.6  /  3.9 ,51.2%,1.4%,229,0.2%,"52,836"
18,19,Yoru,1.03, 16.3  /  15.9  /  4.1 ,48.8%,0.9%,223,0.2%,"33,864"
19,20,Harbor,0.89, 14.2  /  15.9  /  4.9 ,41.4%,0.7%,193,0.1%,"27,591"
