,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.98, 14.8  /  15.2  /  7.7 ,50.2%,13.0%,204,0.1%,"10,066"
1,2,Raze,1.06, 17.2  /  16.3  /  4.9 ,49.3%,12.5%,248,0.1%,"9,666"
2,3,Jett,1.07, 17.4  /  16.3  /  3.7 ,48.2%,12.1%,239,0.1%,"9,430"
3,4,Omen,1, 15.2  /  15.1  /  8 ,49.8%,10.3%,208,0.1%,"7,966"
4,5,Reyna,1.14, 18  /  15.8  /  4.5 ,50.0%,8.2%,247,0.1%,"6,388"
5,6,Skye,0.97, 14.8  /  15.2  /  8 ,50.6%,6.9%,204,0.1%,"5,351"
6,7,Cypher,1.04, 15.2  /  14.6  /  4.7 ,49.9%,6.3%,205,0.2%,"4,882"
7,8,Killjoy,1.05, 15.1  /  14.4  /  3.7 ,50.0%,6.0%,210,0.2%,"4,663"
8,9,Astra,1.06, 15.9  /  15  /  7.3 ,49.5%,4.2%,214,0.2%,"3,299"
9,10,Brimstone,0.98, 14.9  /  15.2  /  9.6 ,52.3%,3.6%,211,0.1%,"2,791"
10,11,Breach,0.96, 14.7  /  15.3  /  7.5 ,46.5%,3.2%,202,0.1%,"2,508"
11,12,KAY/O,0.94, 14.9  /  15.7  /  9.4 ,45.8%,3.2%,209,0.1%,"2,466"
12,13,Fade,0.97, 14.8  /  15.2  /  6.2 ,49.5%,2.7%,204,0.1%,"2,128"
13,14,Chamber,1.06, 16.2  /  15.2  /  3 ,45.2%,1.7%,219,0.1%,"1,289"
14,15,Phoenix,1.09, 17.2  /  15.8  /  5 ,48.2%,1.7%,238,0.1%,"1,286"
15,16,Viper,1.06, 15.5  /  14.6  /  5.9 ,53.1%,1.3%,215,0.1%,"1,027"
16,17,Sova,0.97, 14.6  /  15  /  5.5 ,45.3%,1.1%,206,0.1%,833
17,18,Yoru,1.05, 16.6  /  15.8  /  4.4 ,46.6%,0.8%,229,0.1%,659
18,19,Neon,0.96, 16.4  /  17.1  /  4.5 ,43.7%,0.7%,227,0.1%,556
19,20,Harbor,0.95, 14.6  /  15.5  /  6.4 ,47.5%,0.5%,197,0.1%,379
