,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.94, 14  /  14.9  /  7.5 ,50.7%,11.9%,196,0.1%,"823,097",Sentinel
1,2,Jett,1.09, 17.4  /  16  /  3.9 ,49.1%,10.5%,241,0.1%,"729,910",Duelist
2,3,Reyna,1.14, 17.9  /  15.6  /  4.5 ,49.8%,10.1%,248,0.1%,"701,701",Duelist
3,4,Omen,1.0, 15.1  /  15.2  /  7.2 ,48.8%,9.7%,209,0.1%,"673,734",Controller
4,5,Raze,1.06, 16.9  /  16  /  4.9 ,49.8%,9.5%,244,0.1%,"655,288",Duelist
5,6,Skye,0.96, 14.4  /  15  /  7.9 ,49.5%,6.8%,200,0.1%,"472,244",Initiator
6,7,Killjoy,1.01, 14.5  /  14.5  /  3.9 ,49.6%,6.0%,203,0.1%,"414,494",Sentinel
7,8,Cypher,1.01, 14.8  /  14.6  /  4.8 ,48.8%,5.1%,202,0.1%,"355,825",Sentinel
8,9,Brimstone,0.97, 14.6  /  15  /  8.8 ,50.4%,4.6%,209,0.1%,"320,553",Controller
9,10,Gekko,0.94, 14.2  /  15.1  /  4.7 ,49.2%,3.3%,195,0.1%,"226,548",Initiator
10,11,Phoenix,1.1, 17.1  /  15.5  /  4.7 ,49.6%,2.8%,240,0.1%,"191,805",Duelist
11,12,Chamber,1.07, 16.1  /  15.1  /  3.1 ,47.5%,2.7%,219,0.1%,"187,871",Sentinel
12,13,Astra,1.05, 15.4  /  14.7  /  6.6 ,49.5%,2.6%,211,0.1%,"181,607",Controller
13,14,KAY/O,0.92, 14.3  /  15.6  /  8.7 ,45.5%,2.6%,203,0.1%,"180,181",Initiator
14,15,Breach,0.94, 14.5  /  15.4  /  6.7 ,47.9%,2.3%,202,0.1%,"162,225",Initiator
15,16,Viper,1.0, 14.8  /  14.7  /  5.6 ,48.5%,2.3%,206,0.1%,"157,467",Controller
16,17,Fade,0.96, 14.4  /  15.1  /  6.1 ,48.9%,2.2%,200,0.1%,"155,013",Initiator
17,18,Sova,0.98, 14.6  /  14.9  /  5.4 ,48.1%,2.1%,206,0.1%,"144,932",Initiator
18,19,Yoru,1.01, 15.8  /  15.6  /  4.5 ,46.2%,1.1%,219,0.1%,"76,974",Duelist
19,20,Neon,0.97, 15.8  /  16.3  /  4.2 ,46.5%,1.1%,223,0.1%,"74,307",Duelist
20,21,Harbor,0.91, 14  /  15.4  /  5.9 ,44.3%,0.5%,194,0.1%,"34,735",Controller
