,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.71, 9.8  /  13.8  /  6 ,51.8%,13.9%,148,0.2%,"2,835",Sentinel
1,2,Reyna,0.98, 13.9  /  14.3  /  4.2 ,50.5%,11.2%,207,0.1%,"2,271",Duelist
2,3,Raze,0.88, 12.6  /  14.4  /  4.5 ,48.9%,8.4%,195,0.1%,"1,712",Duelist
3,4,Jett,0.84, 12.3  /  14.7  /  3.6 ,49.0%,6.8%,182,0.1%,"1,381",Duelist
4,5,Yoru,0.8, 11.7  /  14.8  /  3.9 ,47.7%,6.1%,172,0.1%,"1,238",Duelist
5,6,Omen,0.84, 12.1  /  14.5  /  4.4 ,47.0%,5.7%,176,0.1%,"1,152",Controller
6,7,Fade,0.74, 10.8  /  14.6  /  5.4 ,47.7%,5.7%,161,0.1%,"1,150",Initiator
7,8,Phoenix,0.89, 12.6  /  14.1  /  4 ,48.3%,5.6%,189,0.1%,"1,146",Duelist
8,9,Neon,0.77, 11.6  /  15  /  3.7 ,43.3%,5.3%,176,0.1%,"1,073",Duelist
9,10,Viper,0.78, 11  /  14  /  4.4 ,48.1%,4.6%,165,0.2%,926,Controller
10,11,Sova,0.75, 10.6  /  14.1  /  4.5 ,45.4%,4.5%,163,0.1%,909,Initiator
11,12,Killjoy,0.84, 11.1  /  13.2  /  4 ,51.2%,4.4%,170,0.2%,901,Sentinel
12,13,Skye,0.75, 10.6  /  14.2  /  6.6 ,51.2%,3.8%,160,0.1%,765,Initiator
13,14,Brimstone,0.79, 11.1  /  14.1  /  5.3 ,46.5%,3.0%,171,0.1%,600,Controller
14,15,KAY/O,0.74, 10.9  /  14.7  /  7.1 ,45.5%,2.9%,166,0.1%,598,Initiator
15,16,Cypher,0.82, 11.7  /  14.2  /  4.7 ,46.1%,2.8%,172,0.1%,577,Sentinel
16,17,Chamber,0.83, 11.8  /  14.2  /  3.4 ,52.0%,2.1%,172,0.1%,421,Sentinel
17,18,Breach,0.81, 12.1  /  14.9  /  4.9 ,45.0%,1.5%,173,0.1%,302,Initiator
18,19,Harbor,0.73, 9.8  /  13.5  /  4.8 ,48.9%,1.1%,151,0.1%,229,Controller
19,20,Astra,0.9, 12  /  13.3  /  3.9 ,58.4%,0.7%,178,0.2%,137,Controller
