,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.76, 10.9  /  14.3  /  6.3 ,50.5%,12.2%,160,0.1%,"121,508",Sentinel
1,2,Reyna,1.01, 14.9  /  14.7  /  4.6 ,49.6%,10.7%,217,0.2%,"105,913",Duelist
2,3,Raze,0.91, 13.5  /  14.8  /  4.9 ,49.6%,6.8%,205,0.1%,"67,793",Duelist
3,4,Omen,0.86, 12.6  /  14.7  /  5.1 ,48.7%,6.3%,183,0.1%,"62,844",Controller
4,5,Jett,0.93, 13.8  /  14.9  /  3.9 ,49.0%,5.8%,202,0.2%,"57,975",Duelist
5,6,Deadlock,0.86, 12.5  /  14.5  /  4 ,49.6%,5.3%,187,0.1%,"52,890",Sentinel
6,7,Gekko,0.8, 11.6  /  14.5  /  4.8 ,49.8%,5.0%,169,0.1%,"49,920",Initiator
7,8,Skye,0.8, 11.5  /  14.4  /  7.2 ,50.2%,4.7%,171,0.1%,"46,333",Initiator
8,9,Yoru,0.87, 12.9  /  14.8  /  4.2 ,46.8%,4.4%,188,0.1%,"44,029",Duelist
9,10,Phoenix,0.92, 13.4  /  14.6  /  4.4 ,48.1%,4.4%,197,0.2%,"43,354",Duelist
10,11,Killjoy,0.86, 11.9  /  13.7  /  4.2 ,51.3%,4.2%,178,0.1%,"41,862",Sentinel
11,12,Fade,0.78, 11.5  /  14.7  /  6.1 ,49.4%,3.8%,170,0.1%,"37,477",Initiator
12,13,Neon,0.87, 13.2  /  15.1  /  4.1 ,48.5%,3.8%,195,0.2%,"37,303",Duelist
13,14,Viper,0.84, 12  /  14.3  /  5.1 ,50.2%,3.7%,178,0.1%,"36,830",Controller
14,15,Brimstone,0.86, 12.4  /  14.4  /  6.4 ,50.1%,3.6%,185,0.1%,"36,247",Controller
15,16,Sova,0.82, 11.8  /  14.4  /  5.1 ,48.2%,3.6%,175,0.1%,"35,753",Initiator
16,17,Cypher,0.88, 12.2  /  13.9  /  4.9 ,49.9%,2.8%,176,0.1%,"28,121",Sentinel
17,18,Chamber,0.93, 13.2  /  14.2  /  3.6 ,49.5%,2.6%,190,0.1%,"26,239",Sentinel
18,19,KAY/O,0.78, 11.6  /  14.9  /  7.5 ,47.1%,2.5%,175,0.1%,"25,316",Initiator
19,20,Breach,0.85, 12.5  /  14.8  /  5.6 ,47.9%,1.5%,184,0.1%,"14,707",Initiator
20,21,Harbor,0.79, 11.6  /  14.7  /  5.4 ,48.8%,1.4%,170,0.1%,"13,785",Controller
21,22,Astra,0.92, 12.7  /  13.8  /  5.1 ,49.8%,0.8%,184,0.1%,"7,869",Controller
