,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.77, 11.1  /  14.3  /  6.3 ,50.3%,12.0%,163,0.1%,"119,578"
1,2,Reyna,1.01, 15  /  14.8  /  4.7 ,50.1%,10.6%,219,0.2%,"105,811"
2,3,Raze,0.93, 13.8  /  14.9  /  5.2 ,50.6%,7.6%,212,0.2%,"76,382"
3,4,Omen,0.87, 12.8  /  14.7  /  5.2 ,49.5%,7.0%,185,0.1%,"70,356"
4,5,Jett,0.93, 13.9  /  15  /  4 ,48.8%,5.7%,203,0.2%,"56,629"
5,6,Deadlock,0.86, 12.6  /  14.6  /  4 ,49.7%,5.4%,192,0.1%,"53,487"
6,7,Gekko,0.8, 11.7  /  14.7  /  4.7 ,49.7%,5.2%,170,0.1%,"52,061"
7,8,Skye,0.8, 11.7  /  14.5  /  7.3 ,50.4%,5.1%,173,0.1%,"50,539"
8,9,Phoenix,0.92, 13.5  /  14.7  /  4.4 ,48.5%,4.4%,200,0.1%,"43,532"
9,10,Yoru,0.86, 12.9  /  15  /  4.3 ,46.7%,4.3%,187,0.1%,"42,540"
10,11,Killjoy,0.86, 12  /  13.9  /  4 ,51.0%,4.2%,177,0.1%,"41,530"
11,12,Neon,0.87, 13.3  /  15.3  /  4.1 ,48.4%,3.8%,195,0.2%,"38,207"
12,13,Brimstone,0.86, 12.4  /  14.5  /  6.4 ,49.9%,3.6%,185,0.1%,"36,247"
13,14,Fade,0.78, 11.5  /  14.7  /  6.2 ,48.7%,3.5%,170,0.1%,"35,456"
14,15,Sova,0.82, 11.9  /  14.5  /  5.1 ,48.2%,3.5%,177,0.1%,"35,237"
15,16,Viper,0.84, 12.2  /  14.5  /  5.1 ,48.9%,3.1%,180,0.1%,"30,809"
16,17,KAY/O,0.78, 11.6  /  14.9  /  8 ,47.6%,2.6%,176,0.1%,"25,767"
17,18,Chamber,0.93, 13.4  /  14.4  /  3.5 ,48.6%,2.5%,192,0.2%,"24,603"
18,19,Cypher,0.88, 12.3  /  14.1  /  4.8 ,49.6%,2.4%,177,0.1%,"24,173"
19,20,Breach,0.86, 12.7  /  14.8  /  5.8 ,50.7%,1.9%,186,0.1%,"18,724"
20,21,Harbor,0.79, 11.8  /  14.9  /  5.4 ,46.9%,1.1%,173,0.1%,"11,426"
21,22,Astra,0.9, 12.7  /  14  /  4.9 ,50.3%,0.6%,184,0.1%,"6,463"
