,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.88, 12.9  /  14.6  /  6.7 ,50.7%,13.4%,185,0.1%,"41,115"
1,2,Reyna,1.17, 17.6  /  15.1  /  4.4 ,51.2%,12.0%,251,0.1%,"36,817"
2,3,Jett,1.11, 17.1  /  15.4  /  4 ,51.0%,8.3%,243,0.1%,"25,354"
3,4,Viper,0.98, 14.2  /  14.5  /  5.4 ,50.1%,7.7%,202,0.1%,"23,551"
4,5,Sova,0.95, 13.7  /  14.5  /  5.1 ,49.9%,6.8%,198,0.1%,"20,831"
5,6,Killjoy,0.98, 13.7  /  14  /  4.1 ,51.1%,6.5%,199,0.2%,"19,807"
6,7,Raze,1.01, 15.6  /  15.4  /  4.6 ,49.3%,6.4%,230,0.1%,"19,589"
7,8,Omen,0.98, 14.8  /  15.1  /  5.1 ,48.7%,6.3%,211,0.1%,"19,269"
8,9,Fade,0.93, 13.7  /  14.8  /  6.1 ,49.4%,4.1%,199,0.1%,"12,389"
9,10,KAY/O,0.9, 13.6  /  15.2  /  8.2 ,47.0%,3.9%,201,0.1%,"11,787"
10,11,Skye,0.91, 13.4  /  14.7  /  7 ,49.6%,3.6%,195,0.1%,"10,976"
11,12,Phoenix,1.07, 16.1  /  15.1  /  4.3 ,49.8%,3.5%,230,0.1%,"10,580"
12,13,Brimstone,0.94, 13.9  /  14.7  /  6.3 ,49.9%,3.4%,202,0.1%,"10,414"
13,14,Neon,0.99, 15.6  /  15.7  /  4.2 ,47.7%,3.0%,226,0.1%,"9,240"
14,15,Chamber,1.05, 15.3  /  14.5  /  3.3 ,48.1%,2.8%,214,0.1%,"8,713"
15,16,Yoru,0.97, 14.9  /  15.3  /  4.1 ,46.2%,2.6%,212,0.1%,"8,017"
16,17,Cypher,0.96, 13.8  /  14.3  /  4.7 ,48.6%,2.1%,194,0.1%,"6,321"
17,18,Breach,0.91, 14  /  15.3  /  5.7 ,48.3%,1.6%,201,0.1%,"4,912"
18,19,Harbor,0.88, 13.4  /  15.2  /  5.6 ,48.2%,1.3%,189,0.1%,"4,004"
19,20,Astra,1.01, 14.6  /  14.4  /  5 ,49.7%,0.7%,206,0.1%,"2,075"
