,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.84, 12  /  14.3  /  6.4 ,50.8%,16.7%,173,0.1%,"1,963,449"
1,2,Reyna,1.06, 15.7  /  14.8  /  4.2 ,50.8%,13.2%,230,0.2%,"1,549,227"
2,3,Jett,1.02, 15.2  /  14.9  /  4 ,50.5%,10.2%,223,0.2%,"1,200,132"
3,4,Raze,0.94, 14.1  /  15  /  4.8 ,50.4%,7.6%,215,0.1%,"897,447"
4,5,Sova,0.88, 12.5  /  14.3  /  5.2 ,49.5%,6.9%,186,0.1%,"812,634"
5,6,Killjoy,0.9, 12.6  /  14  /  4.3 ,52.6%,6.6%,189,0.1%,"769,386"
6,7,Omen,0.9, 13.3  /  14.8  /  4.4 ,49.2%,5.7%,192,0.1%,"673,353"
7,8,Viper,0.88, 12.7  /  14.4  /  5 ,50.8%,5.6%,184,0.1%,"661,317"
8,9,Skye,0.85, 12.5  /  14.7  /  6.2 ,49.4%,4.6%,181,0.1%,"542,691"
9,10,Phoenix,0.93, 13.8  /  14.9  /  3.9 ,48.5%,4.6%,204,0.1%,"540,345"
10,11,Brimstone,0.88, 12.9  /  14.6  /  5.6 ,50.0%,3.7%,189,0.1%,"431,307"
11,12,Chamber,0.97, 13.9  /  14.4  /  3.4 ,49.1%,3.5%,199,0.1%,"410,805"
12,13,Cypher,0.9, 12.8  /  14.2  /  4.4 ,50.0%,2.9%,184,0.1%,"337,773"
13,14,Yoru,0.89, 13.4  /  15  /  3.6 ,46.0%,2.7%,195,0.1%,"317,628"
14,15,KAY/O,0.82, 12.3  /  15.1  /  6.7 ,47.3%,2.5%,183,0.1%,"293,046"
15,16,Breach,0.85, 12.9  /  15.1  /  4.9 ,48.7%,1.8%,189,0.1%,"207,876"
16,17,Astra,0.92, 13.3  /  14.4  /  4.5 ,48.8%,1.2%,189,0.1%,"137,751"
