,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.14, 17.8  /  15.6  /  4.6 ,50.8%,11.8%,249,0.1%,"36,528"
1,2,Jett,1.1, 17.3  /  15.8  /  3.8 ,49.4%,11.1%,242,0.1%,"34,376"
2,3,Killjoy,1, 14.3  /  14.2  /  4 ,50.2%,10.3%,200,0.2%,"31,866"
3,4,Sage,0.92, 13.5  /  14.8  /  7.1 ,50.0%,9.1%,191,0.1%,"28,090"
4,5,Omen,1, 15  /  15.1  /  7.4 ,48.4%,8.7%,209,0.1%,"26,814"
5,6,Sova,1.02, 14.9  /  14.5  /  5.8 ,50.4%,7.6%,210,0.1%,"23,366"
6,7,Raze,1.03, 16.3  /  15.9  /  5.1 ,49.3%,6.2%,238,0.1%,"19,225"
7,8,Brimstone,0.97, 14.4  /  14.9  /  8.8 ,51.3%,5.9%,207,0.1%,"18,283"
8,9,KAY/O,0.91, 14.1  /  15.4  /  8.4 ,44.7%,4.0%,202,0.1%,"12,468"
9,10,Phoenix,1.12, 17.2  /  15.4  /  4.8 ,50.1%,3.7%,244,0.1%,"11,311"
10,11,Fade,0.95, 14.2  /  15  /  6.4 ,48.6%,3.6%,199,0.1%,"11,244"
11,12,Skye,0.93, 14  /  15.1  /  7.6 ,48.4%,3.4%,198,0.1%,"10,462"
12,13,Cypher,1, 14.4  /  14.5  /  5 ,48.0%,2.9%,199,0.1%,"8,901"
13,14,Chamber,1.06, 16  /  15.1  /  3.2 ,48.4%,2.4%,219,0.1%,"7,266"
14,15,Viper,0.98, 14.2  /  14.6  /  5.5 ,49.4%,2.1%,201,0.2%,"6,503"
15,16,Breach,0.93, 14.3  /  15.4  /  6.5 ,49.4%,1.9%,201,0.1%,"5,779"
16,17,Astra,1.05, 15.2  /  14.6  /  6.8 ,49.3%,1.8%,210,0.1%,"5,478"
17,18,Neon,0.98, 15.9  /  16.3  /  4.3 ,46.7%,1.5%,225,0.1%,"4,741"
18,19,Yoru,1.01, 15.7  /  15.5  /  4.3 ,47.0%,1.3%,219,0.1%,"4,121"
19,20,Harbor,0.92, 13.8  /  15.1  /  5.7 ,43.3%,0.7%,195,0.1%,"2,167"
