,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 18.2  /  16.7  /  3.7 ,50.7%,19.3%,248,0.1%,"3,400"
1,2,Viper,1.06, 15.9  /  15.1  /  6.1 ,50.6%,16.8%,214,0.1%,"2,950"
2,3,Sova,1.01, 15.3  /  15  /  5.6 ,51.6%,15.1%,207,0.2%,"2,657"
3,4,Reyna,1.12, 18.2  /  16.2  /  4.4 ,50.3%,11.1%,249,0.1%,"1,953"
4,5,Killjoy,1.07, 15.8  /  14.7  /  3.1 ,51.0%,10.1%,209,0.2%,"1,779"
5,6,Sage,0.96, 14.5  /  15.1  /  7 ,52.2%,8.5%,197,0.1%,"1,493"
6,7,Gekko,0.98, 15  /  15.2  /  5 ,50.1%,8.4%,200,0.1%,"1,485"
7,8,Raze,1.04, 17  /  16.3  /  4.8 ,51.8%,3.6%,242,0.1%,625
8,9,Harbor,0.94, 15  /  15.9  /  6.4 ,40.1%,1.6%,201,0.1%,274
9,10,KAY/O,0.95, 15.1  /  15.9  /  9.5 ,53.5%,1.1%,214,0.1%,198
10,11,Chamber,1.17, 18  /  15.4  /  2.7 ,51.6%,1.0%,232,0.1%,182
11,12,Yoru,1, 16.4  /  16.5  /  4.7 ,37.5%,0.8%,227,0.1%,136
12,13,Omen,1.04, 16.7  /  16  /  6.8 ,51.2%,0.5%,225,0.1%,82
13,14,Cypher,1.05, 16  /  15.3  /  4 ,49.3%,0.4%,216,0.1%,75
14,15,Neon,0.91, 16.2  /  17.9  /  4.2 ,40.6%,0.4%,218,0.1%,69
15,16,Phoenix,1.21, 18.4  /  15.3  /  3.7 ,68.7%,0.4%,261,0.1%,67
16,17,Fade,1.08, 16.1  /  14.9  /  5.6 ,52.3%,0.4%,224,0.1%,65
17,18,Skye,1.02, 16.8  /  16.6  /  7.5 ,53.3%,0.3%,221,0.1%,45
18,19,Brimstone,0.88, 13.4  /  15.2  /  7.2 ,50.0%,0.2%,193,0.1%,32
19,20,Breach,1, 17.2  /  17.2  /  7.7 ,65.2%,0.1%,212,23,
20,21,Astra,0.98, 12.3  /  12.5  /  6.1 ,63.6%,0.1%,168,0.2%,11
