,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.3  /  16  /  3.8 ,49.8%,12.2%,240,0.1%,"30,859",Duelist
1,2,Reyna,1.12, 17.6  /  15.7  /  4.6 ,49.0%,11.3%,246,0.1%,"28,594",Duelist
2,3,Killjoy,1.0, 14.2  /  14.3  /  3.9 ,48.9%,10.6%,199,0.2%,"26,784",Sentinel
3,4,Omen,0.98, 14.8  /  15.2  /  7.8 ,48.1%,9.3%,206,0.1%,"23,502",Controller
4,5,Sova,1.02, 14.8  /  14.5  /  5.9 ,49.8%,8.4%,209,0.1%,"21,253",Initiator
5,6,Sage,0.92, 13.6  /  14.8  /  7.1 ,50.3%,8.1%,190,0.1%,"20,585",Sentinel
6,7,Raze,1.03, 16.4  /  15.9  /  5 ,49.5%,5.9%,239,0.1%,"14,994",Duelist
7,8,Brimstone,0.96, 14.3  /  15  /  9.2 ,52.5%,5.8%,205,0.1%,"14,671",Controller
8,9,KAY/O,0.91, 14.2  /  15.6  /  8.6 ,45.4%,4.2%,203,0.1%,"10,530",Initiator
9,10,Phoenix,1.1, 17.3  /  15.7  /  4.8 ,49.9%,3.6%,242,0.1%,"9,035",Duelist
10,11,Fade,0.95, 14.3  /  15.1  /  6.5 ,49.9%,3.6%,198,0.1%,"8,988",Initiator
11,12,Skye,0.92, 14.1  /  15.2  /  7.6 ,48.9%,3.3%,198,0.1%,"8,427",Initiator
12,13,Cypher,1.0, 14.5  /  14.5  /  5 ,49.6%,3.1%,198,0.2%,"7,797",Sentinel
13,14,Chamber,1.07, 16.2  /  15.1  /  3.1 ,47.4%,2.4%,221,0.1%,"5,999",Sentinel
14,15,Astra,1.04, 15.1  /  14.6  /  7.1 ,51.2%,2.1%,209,0.1%,"5,257",Controller
15,16,Breach,0.94, 14.4  /  15.4  /  6.7 ,48.2%,1.7%,202,0.1%,"4,277",Initiator
16,17,Viper,0.98, 14.5  /  14.8  /  5.8 ,49.1%,1.6%,203,0.1%,"4,118",Controller
17,18,Neon,0.97, 15.8  /  16.3  /  4.1 ,46.8%,1.2%,222,0.1%,"2,959",Duelist
18,19,Yoru,0.99, 15.7  /  15.8  /  4.3 ,44.6%,1.1%,216,0.1%,"2,683",Duelist
19,20,Harbor,0.89, 14.1  /  15.8  /  6.2 ,42.9%,0.6%,194,0.1%,"1,429",Controller
