,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.15, 17.8  /  15.5  /  4.5 ,50.0%,11.8%,249,0.1%,"1,097,511"
1,2,Sage,0.9, 13.3  /  14.8  /  7 ,50.0%,10.5%,187,0.1%,"980,896"
2,3,Jett,1.1, 17.2  /  15.6  /  3.8 ,49.6%,10.4%,240,0.1%,"968,175"
3,4,Omen,0.98, 14.7  /  15.1  /  6.7 ,48.7%,10.4%,205,0.1%,"965,201"
4,5,Killjoy,0.97, 13.9  /  14.3  /  3.8 ,49.9%,6.6%,196,0.1%,"612,174"
5,6,Raze,1.04, 16.2  /  15.6  /  4.7 ,49.6%,5.8%,236,0.1%,"541,098"
6,7,Brimstone,0.95, 14.2  /  14.8  /  8.1 ,50.3%,5.5%,203,0.1%,"514,302"
7,8,Sova,0.98, 14.3  /  14.6  /  5.4 ,49.4%,5.3%,203,0.1%,"496,763"
8,9,Skye,0.92, 13.9  /  15  /  7.5 ,48.9%,4.9%,196,0.1%,"452,492"
9,10,Phoenix,1.11, 16.9  /  15.3  /  4.5 ,50.3%,3.7%,239,0.1%,"348,571"
10,11,Gekko,0.92, 13.8  /  15  /  4.9 ,49.4%,3.7%,193,0.1%,"345,644"
11,12,Chamber,1.06, 15.6  /  14.8  /  3.1 ,47.9%,3.3%,214,0.1%,"308,927"
12,13,Cypher,0.99, 14.3  /  14.5  /  4.8 ,48.8%,3.3%,198,0.1%,"303,786"
13,14,Breach,0.93, 14.3  /  15.3  /  6.3 ,48.7%,2.6%,201,0.1%,"241,705"
14,15,Fade,0.93, 14  /  15.1  /  6.4 ,49.1%,2.6%,197,0.1%,"239,082"
15,16,KAY/O,0.9, 13.9  /  15.5  /  8.5 ,45.5%,2.5%,200,0.1%,"232,422"
16,17,Neon,0.98, 15.8  /  16.2  /  4.1 ,47.3%,1.8%,224,0.1%,"164,759"
17,18,Viper,0.95, 14.1  /  14.8  /  5.6 ,48.0%,1.7%,199,0.1%,"162,729"
18,19,Yoru,0.99, 15.4  /  15.5  /  4.4 ,46.2%,1.6%,215,0.1%,"146,833"
19,20,Astra,1.01, 14.7  /  14.6  /  6 ,48.7%,1.4%,204,0.1%,"126,623"
20,21,Harbor,0.89, 13.6  /  15.3  /  5.8 ,45.0%,0.6%,192,0.1%,"59,639"
