,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 17.8  /  15  /  4.6 ,50.3%,12.3%,254,0.1%,"43,596",Duelist
1,2,Sage,0.88, 12.8  /  14.5  /  6.9 ,50.0%,11.2%,184,0.1%,"39,674",Sentinel
2,3,Jett,1.1, 16.8  /  15.3  /  4 ,49.2%,7.5%,241,0.1%,"26,837",Duelist
3,4,Killjoy,0.97, 13.7  /  14.1  /  4.3 ,50.9%,7.2%,198,0.2%,"25,516",Sentinel
4,5,Brimstone,0.98, 14.2  /  14.5  /  7.4 ,51.3%,7.2%,206,0.1%,"25,437",Controller
5,6,Raze,1.05, 16  /  15.3  /  4.8 ,49.3%,6.5%,236,0.1%,"23,051",Duelist
6,7,Breach,0.93, 14.1  /  15.1  /  6.1 ,49.3%,5.6%,202,0.1%,"20,061",Initiator
7,8,Omen,0.96, 14.3  /  14.9  /  5.7 ,46.9%,5.3%,203,0.1%,"18,776",Controller
8,9,Fade,0.92, 13.6  /  14.8  /  6.2 ,48.5%,4.4%,196,0.1%,"15,614",Initiator
9,10,Viper,0.96, 13.9  /  14.5  /  5.4 ,49.6%,4.3%,200,0.2%,"15,289",Controller
10,11,Skye,0.91, 13.4  /  14.8  /  7.4 ,48.9%,4.2%,193,0.1%,"14,838",Initiator
11,12,Phoenix,1.09, 16.3  /  14.9  /  4.5 ,49.4%,3.7%,235,0.1%,"13,242",Duelist
12,13,Neon,1.01, 15.8  /  15.7  /  4.4 ,49.1%,3.7%,228,0.1%,"13,193",Duelist
13,14,KAY/O,0.9, 13.6  /  15.1  /  8.3 ,48.1%,3.5%,199,0.1%,"12,280",Initiator
14,15,Cypher,0.98, 14  /  14.3  /  5 ,48.5%,3.3%,198,0.1%,"11,850",Sentinel
15,16,Sova,0.94, 13.7  /  14.6  /  5.2 ,47.0%,3.1%,200,0.1%,"11,019",Initiator
16,17,Chamber,1.05, 15.4  /  14.7  /  3.4 ,47.8%,2.7%,216,0.1%,"9,569",Sentinel
17,18,Yoru,1.0, 15  /  15.1  /  4.3 ,46.7%,2.2%,215,0.1%,"7,746",Duelist
18,19,Harbor,0.88, 13.3  /  15  /  5.6 ,46.5%,1.3%,190,0.1%,"4,560",Controller
19,20,Astra,1.02, 14.7  /  14.4  /  5.4 ,48.6%,1.0%,205,0.1%,"3,561",Controller
