,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Gekko, 14.9  /  14.9  /  5.5 ,56.9%,18.6%,202,0.1%,58,,Initiator
1,2,Jett,1.19, 20.5  /  17.2  /  4 ,56.4%,12.5%,255,0.1%,39.0,Duelist
2,3,Raze,0.97, 18.4  /  19  /  5.4 ,73.7%,12.2%,240,0.1%,38.0,Duelist
3,4,Omen,1.13, 17.3  /  15.3  /  8.9 ,55.9%,10.9%,229,0.1%,34.0,Controller
4,5,Killjoy,1.07, 15.6  /  14.6  /  3.4 ,36.4%,10.6%,212,0.1%,33.0,Sentinel
5,6,Sage,1.2, 16.6  /  13.8  /  6.9 ,57.7%,8.4%,216,0.1%,26.0,Sentinel
6,7,Skye,0.96, 15.1  /  15.8  /  9.5 ,50.0%,7.7%,199,0.2%,24.0,Initiator
7,8,Astra,1.16, 17.4  /  15  /  6.8 ,40.9%,7.1%,217,0.1%,22.0,Controller
8,9,Cypher,1.14, 13.9  /  12.2  /  4.7 ,40.0%,3.2%,226,0.1%,10.0,Sentinel
9,10,Reyna,1.22, 18.3  /  15  /  3 ,66.7%,2.9%,239,0.1%,9.0,Duelist
10,11,Viper,1.28, 16  /  12.5  /  2.5 ,50.0%,1.9%,245,0.2%,6.0,Controller
11,12,Yoru,1.29, 22  /  17  /  2 ,0.0%,1.0%,279,0.1%,3.0,Duelist
12,13,Chamber,1.06, 17.7  /  16.7  /  3.7 ,66.7%,1.0%,207,0.1%,3.0,Sentinel
13,14,Neon,0.9, 18  /  20  /  4 ,100.0%,1.0%,210,0.1%,3.0,Duelist
14,15,KAY/O,0.73, 8  /  11  /  6 ,0.0%,1.0%,172,0.1%,3.0,Initiator
