,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.84, 12.2  /  14.4  /  7 ,50.8%,14.1%,177,0.1%,"32,150"
1,2,Reyna,1.07, 16.2  /  15.1  /  4.7 ,49.2%,11.1%,234,0.1%,"25,371"
2,3,Raze,0.97, 14.8  /  15.3  /  5.1 ,50.4%,7.6%,222,0.1%,"17,362"
3,4,Omen,0.92, 13.8  /  15  /  5.4 ,48.9%,7.0%,198,0.1%,"16,034"
4,5,Killjoy,0.93, 13.1  /  14  /  4.2 ,50.2%,6.4%,192,0.2%,"14,599"
5,6,Jett,0.98, 15.2  /  15.4  /  4.1 ,49.1%,6.2%,219,0.1%,"14,064"
6,7,Fade,0.85, 12.7  /  14.8  /  5.9 ,49.5%,4.9%,184,0.1%,"11,202"
7,8,Skye,0.86, 12.6  /  14.7  /  7.7 ,50.5%,4.6%,185,0.1%,"10,447"
8,9,Viper,0.9, 13  /  14.5  /  5.1 ,49.3%,4.4%,190,0.1%,"10,117"
9,10,Brimstone,0.91, 13.4  /  14.8  /  6.9 ,50.4%,4.3%,197,0.1%,"9,822"
10,11,Phoenix,1, 14.9  /  14.9  /  4.6 ,50.0%,4.1%,217,0.1%,"9,412"
11,12,Sova,0.89, 13.1  /  14.8  /  5.1 ,49.4%,4.0%,191,0.1%,"9,194"
12,13,Cypher,0.94, 13.4  /  14.2  /  5.1 ,50.4%,3.9%,190,0.2%,"8,808"
13,14,KAY/O,0.83, 12.6  /  15.2  /  8 ,46.3%,3.7%,187,0.1%,"8,517"
14,15,Neon,0.93, 14.5  /  15.6  /  4.3 ,48.3%,3.6%,211,0.1%,"8,126"
15,16,Yoru,0.91, 13.8  /  15.1  /  4.3 ,45.2%,3.4%,200,0.1%,"7,830"
16,17,Breach,0.9, 13.6  /  15.1  /  5.7 ,49.8%,2.1%,198,0.1%,"4,862"
17,18,Chamber,0.97, 14.3  /  14.7  /  3.5 ,47.3%,2.1%,202,0.1%,"4,748"
18,19,Harbor,0.83, 12.6  /  15.1  /  5.2 ,46.5%,1.2%,181,0.1%,"2,835"
19,20,Astra,0.97, 14  /  14.4  /  5.3 ,48.0%,1.1%,200,0.1%,"2,439"
