,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.05, 17.2  /  16.4  /  4.9 ,49.1%,13.6%,247,0.1%,"4,733"
1,2,Sage,0.98, 14.9  /  15.2  /  7.6 ,50.6%,13.2%,205,0.1%,"4,589"
2,3,Jett,1.05, 17.1  /  16.4  /  3.7 ,47.5%,12.4%,236,0.1%,"4,319"
3,4,Omen,1, 15.2  /  15.2  /  8.4 ,51.8%,9.7%,208,0.1%,"3,356"
4,5,Skye,0.98, 14.8  /  15.1  /  8 ,49.4%,8.2%,203,0.2%,"2,859"
5,6,Reyna,1.12, 17.9  /  16  /  4.4 ,49.8%,7.7%,245,0.1%,"2,677"
6,7,Cypher,1.04, 15.4  /  14.8  /  4.6 ,47.6%,6.4%,206,0.2%,"2,211"
7,8,Killjoy,1.04, 15.1  /  14.5  /  3.6 ,47.4%,6.3%,209,0.2%,"2,178"
8,9,Astra,1.07, 16  /  14.9  /  7.2 ,49.2%,4.8%,213,0.2%,"1,679"
9,10,Brimstone,0.98, 14.9  /  15.1  /  9.7 ,48.4%,3.1%,210,0.1%,"1,063"
10,11,Breach,0.99, 15.2  /  15.4  /  7.8 ,51.5%,2.9%,206,0.1%,998
11,12,KAY/O,0.92, 14.5  /  15.8  /  9 ,42.5%,2.9%,203,0.1%,997
12,13,Fade,0.95, 14.5  /  15.3  /  6.2 ,47.9%,2.5%,200,0.1%,871
13,14,Chamber,1.08, 16.7  /  15.4  /  3 ,47.4%,1.7%,220,0.1%,586
14,15,Phoenix,1.09, 17.2  /  15.8  /  4.6 ,47.5%,1.5%,237,0.1%,510
15,16,Viper,1.05, 15.7  /  14.9  /  6.1 ,44.4%,0.9%,216,0.1%,324
16,17,Yoru,1.1, 17.1  /  15.6  /  4.6 ,55.8%,0.8%,236,0.1%,267
17,18,Neon,0.94, 15.9  /  16.9  /  4.2 ,49.5%,0.6%,222,0.1%,
18,19,Sova,1.01, 15.7  /  15.5  /  5.8 ,42.9%,0.5%,216,0.1%,184
19,20,Harbor,0.93, 14.4  /  15.5  /  6.3 ,41.1%,0.4%,197,0.1%,129
