,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.92, 13.5  /  14.6  /  7.4 ,50.9%,12.9%,191,0.1%,"46,650",Sentinel
1,2,Reyna,1.18, 18  /  15.3  /  4.6 ,50.3%,12.2%,255,0.1%,"43,989",Duelist
2,3,Raze,1.06, 16.5  /  15.6  /  5 ,49.4%,8.4%,243,0.1%,"30,358",Duelist
3,4,Jett,1.09, 17.1  /  15.7  /  4 ,49.4%,7.9%,242,0.1%,"28,361",Duelist
4,5,Omen,0.99, 15  /  15.1  /  6.1 ,48.6%,7.7%,211,0.1%,"27,836",Controller
5,6,Killjoy,1.0, 14.3  /  14.2  /  4.1 ,50.6%,6.9%,204,0.2%,"24,733",Sentinel
6,7,Brimstone,0.97, 14.4  /  14.9  /  7.7 ,49.6%,5.0%,208,0.1%,"17,902",Controller
7,8,Skye,0.93, 13.9  /  14.9  /  7.7 ,49.2%,4.7%,199,0.1%,"16,993",Initiator
8,9,Cypher,1.01, 14.5  /  14.3  /  5 ,48.8%,4.4%,203,0.1%,"16,037",Sentinel
9,10,Fade,0.94, 14.1  /  15  /  6.1 ,48.9%,3.8%,199,0.1%,"13,882",Initiator
10,11,KAY/O,0.9, 13.8  /  15.4  /  8.2 ,45.7%,3.7%,203,0.1%,"13,313",Initiator
11,12,Viper,0.98, 14.3  /  14.6  /  5.4 ,48.7%,3.6%,204,0.1%,"13,173",Controller
12,13,Phoenix,1.11, 16.9  /  15.2  /  4.7 ,50.8%,3.6%,241,0.1%,"12,988",Duelist
13,14,Sova,0.98, 14.4  /  14.7  /  5.3 ,49.2%,3.4%,206,0.1%,"12,129",Initiator
14,15,Breach,0.94, 14.3  /  15.3  /  6 ,48.1%,2.7%,205,0.1%,"9,731",Initiator
15,16,Neon,1.0, 16  /  16  /  4.3 ,49.9%,2.3%,228,0.1%,"8,260",Duelist
16,17,Chamber,1.07, 15.8  /  14.8  /  3.4 ,48.1%,2.2%,219,0.1%,"7,968",Sentinel
17,18,Yoru,0.99, 15.3  /  15.4  /  4.4 ,45.3%,1.9%,217,0.1%,"6,802",Duelist
18,19,Astra,1.04, 15.1  /  14.5  /  5.8 ,48.8%,1.8%,210,0.1%,"6,357",Controller
19,20,Harbor,0.91, 13.8  /  15.2  /  5.5 ,45.5%,1.0%,195,0.1%,"3,574",Controller
