,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.72, 10.2  /  14.2  /  5.5 ,50.2%,12.2%,152,0.1%,"31,005",Sentinel
1,2,Reyna,0.95, 13.8  /  14.5  /  4.1 ,49.6%,10.6%,203,0.2%,"27,043",Duelist
2,3,Raze,0.87, 12.7  /  14.6  /  4.4 ,49.1%,8.0%,195,0.1%,"20,419",Duelist
3,4,Jett,0.86, 12.5  /  14.5  /  3.5 ,49.3%,6.0%,186,0.2%,"15,209",Duelist
4,5,Deadlock,0.79, 11.5  /  14.5  /  3.7 ,48.6%,5.9%,170,0.1%,"15,109",Sentinel
5,6,Omen,0.82, 11.9  /  14.5  /  4.4 ,49.5%,5.9%,174,0.1%,"14,980",Controller
6,7,Yoru,0.81, 11.9  /  14.6  /  3.8 ,47.4%,5.1%,174,0.1%,"12,932",Duelist
7,8,Gekko,0.74, 10.9  /  14.6  /  4.2 ,49.9%,5.0%,159,0.1%,"12,645",Initiator
8,9,Phoenix,0.85, 12.1  /  14.3  /  3.9 ,47.3%,4.9%,182,0.2%,"12,527",Duelist
9,10,Neon,0.8, 11.8  /  14.9  /  3.6 ,48.2%,4.2%,178,0.2%,"10,624",Duelist
10,11,Skye,0.76, 10.8  /  14.3  /  6.1 ,49.8%,4.0%,163,0.1%,"10,271",Initiator
11,12,Brimstone,0.83, 11.6  /  13.9  /  5.3 ,50.9%,4.0%,175,0.1%,"10,263",Controller
12,13,Fade,0.72, 10.5  /  14.7  /  5.5 ,48.3%,3.8%,158,0.1%,"9,715",Initiator
13,14,Sova,0.77, 10.9  /  14.3  /  4.4 ,48.9%,3.7%,164,0.1%,"9,353",Initiator
14,15,Killjoy,0.81, 11  /  13.7  /  3.8 ,52.0%,3.7%,167,0.1%,"9,349",Sentinel
15,16,Viper,0.76, 10.9  /  14.3  /  4.3 ,49.2%,3.3%,163,0.1%,"8,421",Controller
16,17,Cypher,0.82, 11.4  /  13.9  /  4.5 ,49.8%,2.6%,165,0.1%,"6,709",Sentinel
17,18,KAY/O,0.73, 10.7  /  14.7  /  6.7 ,46.9%,2.4%,165,0.1%,"6,002",Initiator
18,19,Chamber,0.85, 12  /  14.1  /  3.2 ,48.8%,2.1%,175,0.1%,"5,270",Sentinel
19,20,Breach,0.81, 11.5  /  14.2  /  4.6 ,47.3%,1.4%,173,0.1%,"3,566",Initiator
20,21,Harbor,0.75, 10.8  /  14.3  /  4.6 ,49.7%,0.9%,162,0.1%,"2,261",Controller
21,22,Astra,0.87, 11.6  /  13.3  /  4.1 ,48.5%,0.5%,173,0.1%,"1,211",Controller
