,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.13, 18.2  /  16  /  3.6 ,49.4%,20.8%,249,0.2%,"73,032"
1,2,Reyna,1.13, 18  /  15.9  /  3.9 ,50.3%,14.2%,245,0.2%,"50,133"
2,3,Sova,1.01, 14.9  /  14.7  /  6.7 ,50.3%,10.9%,206,0.1%,"38,505"
3,4,Sage,1.01, 15  /  15  /  5.3 ,52.6%,10.0%,200,0.1%,"35,292"
4,5,Omen,1, 14.9  /  14.9  /  6.3 ,49.4%,7.3%,200,0.1%,"25,704"
5,6,Raze,1.07, 17.1  /  15.9  /  5 ,54.3%,6.8%,246,0.2%,"23,868"
6,7,Skye,1.02, 15.7  /  15.4  /  4.6 ,47.4%,6.3%,211,0.1%,"22,287"
7,8,Viper,1.06, 15.9  /  14.9  /  5.5 ,53.3%,5.7%,208,0.1%,"19,890"
8,9,Cypher,0.99, 14.9  /  15.1  /  4.1 ,49.2%,4.3%,202,0.1%,"15,249"
9,10,Killjoy,1.06, 15  /  14.1  /  3.8 ,52.4%,4.3%,210,0.1%,"14,994"
10,11,Astra,1.06, 15.5  /  14.6  /  5.8 ,55.1%,2.4%,205,0.1%,"8,517"
11,12,Brimstone,0.98, 14.9  /  15.2  /  7.2 ,48.2%,2.4%,205,0.1%,"8,364"
12,13,KAY/O,0.92, 14.3  /  15.5  /  7.6 ,47.0%,1.9%,200,0.1%,"6,834"
13,14,Phoenix,1.03, 16.9  /  16.4  /  3.6 ,39.3%,1.3%,233,0.2%,"4,539"
14,15,Yoru,0.89, 14.5  /  16.2  /  3.6 ,46.8%,0.9%,207,0.2%,"3,162"
15,16,Breach,1.02, 15.9  /  15.5  /  6.8 ,61.3%,0.4%,212,0.1%,"1,581"
