,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 18.1  /  15.4  /  4.3 ,50.6%,11.1%,251,0.1%,"940,066"
1,2,Raze,1.08, 17  /  15.8  /  4.8 ,50.1%,10.5%,246,0.1%,"891,494"
2,3,Sage,0.92, 13.6  /  14.8  /  6.7 ,50.4%,8.9%,190,0.1%,"756,316"
3,4,Jett,1.11, 17.4  /  15.7  /  3.7 ,49.1%,8.8%,242,0.1%,"748,306"
4,5,Brimstone,0.99, 14.6  /  14.8  /  7.7 ,51.0%,8.3%,206,0.1%,"700,987"
5,6,Skye,0.95, 14.2  /  14.9  /  7.3 ,49.5%,7.0%,199,0.1%,"594,162"
6,7,Omen,0.98, 14.9  /  15.1  /  6.5 ,48.1%,6.7%,206,0.1%,"563,896"
7,8,Killjoy,0.98, 14  /  14.3  /  3.7 ,49.9%,6.0%,197,0.1%,"505,708"
8,9,Cypher,0.99, 14.3  /  14.4  /  4.7 ,48.8%,4.5%,196,0.1%,"377,654"
9,10,Chamber,1.09, 16  /  14.7  /  2.9 ,48.7%,3.7%,217,0.1%,"314,729"
10,11,Sova,1, 14.6  /  14.6  /  5.4 ,49.6%,3.4%,206,0.1%,"290,600"
11,12,Gekko,0.94, 14.1  /  15.1  /  4.6 ,49.5%,3.3%,194,0.1%,"283,247"
12,13,Phoenix,1.13, 17.2  /  15.3  /  4.4 ,50.1%,3.2%,241,0.1%,"272,339"
13,14,Fade,0.95, 14.3  /  15  /  6.1 ,49.3%,3.0%,199,0.1%,"251,956"
14,15,Viper,1, 14.7  /  14.7  /  5.4 ,49.5%,2.9%,205,0.1%,"244,574"
15,16,KAY/O,0.91, 14.1  /  15.5  /  8.1 ,45.3%,2.1%,202,0.1%,"180,806"
16,17,Breach,0.94, 14.4  /  15.4  /  5.9 ,47.8%,1.9%,202,0.1%,"157,790"
17,18,Yoru,1.02, 16  /  15.6  /  4.3 ,46.9%,1.6%,222,0.1%,"132,318"
18,19,Astra,1.03, 15.1  /  14.6  /  5.9 ,48.9%,1.3%,207,0.1%,"106,309"
19,20,Neon,0.99, 16  /  16.2  /  4 ,46.4%,1.2%,225,0.1%,"103,139"
20,21,Harbor,0.91, 13.7  /  15.1  /  5.6 ,45.8%,0.7%,191,0.1%,"62,270"
