,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.89, 12.9  /  14.5  /  6.8 ,51.4%,15.0%,182,0.1%,"908,412"
1,2,Reyna,1.1, 16.8  /  15.3  /  4.3 ,51.1%,12.9%,241,0.2%,"781,728"
2,3,Jett,1.08, 16.5  /  15.3  /  4 ,51.2%,9.7%,236,0.2%,"584,817"
3,4,Killjoy,0.94, 13.4  /  14.3  /  4.2 ,51.8%,6.4%,196,0.1%,"387,753"
4,5,Viper,0.94, 13.7  /  14.5  /  5.2 ,50.8%,6.2%,194,0.1%,"377,910"
5,6,Sova,0.93, 13.6  /  14.6  /  5.7 ,50.0%,6.2%,197,0.1%,"376,329"
6,7,Neon,0.99, 15.7  /  15.9  /  4.2 ,49.7%,6.2%,228,0.2%,"373,830"
7,8,Raze,1, 15.3  /  15.4  /  4.9 ,51.0%,6.0%,228,0.1%,"365,823"
8,9,Omen,0.94, 14.1  /  15.1  /  4.8 ,49.2%,5.3%,200,0.1%,"319,311"
9,10,Chamber,1.04, 15.1  /  14.6  /  3.4 ,51.2%,5.0%,211,0.1%,"302,430"
10,11,Skye,0.91, 13.6  /  14.9  /  6.4 ,50.3%,4.5%,192,0.1%,"274,839"
11,12,Brimstone,0.91, 13.6  /  14.9  /  6.1 ,50.4%,3.8%,195,0.1%,"229,704"
12,13,Cypher,0.95, 13.7  /  14.4  /  4.4 ,49.1%,2.9%,193,0.1%,"174,981"
13,14,Phoenix,0.99, 15.1  /  15.2  /  4 ,47.7%,2.5%,219,0.2%,"153,255"
14,15,KAY/O,0.86, 13.2  /  15.3  /  7.2 ,47.1%,2.1%,191,0.1%,"128,010"
15,16,Astra,0.97, 14.2  /  14.6  /  5.1 ,50.9%,2.0%,197,0.1%,"119,034"
16,17,Breach,0.91, 13.9  /  15.3  /  5.2 ,50.5%,2.0%,198,0.1%,"118,320"
17,18,Yoru,0.93, 14.4  /  15.4  /  3.5 ,44.0%,1.4%,206,0.2%,"82,110"
