,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 17.9  /  15.1  /  4.4 ,50.7%,11.8%,253,0.1%,"1,113,743",Duelist
1,2,Sage,0.91, 13.3  /  14.6  /  6.6 ,50.2%,10.6%,188,0.1%,"1,000,553",Sentinel
2,3,Raze,1.06, 16.5  /  15.5  /  4.8 ,50.2%,8.9%,242,0.1%,"842,282",Duelist
3,4,Jett,1.11, 17  /  15.4  /  3.8 ,49.6%,7.4%,240,0.1%,"697,632",Duelist
4,5,Brimstone,0.98, 14.4  /  14.6  /  7.1 ,50.8%,7.1%,206,0.1%,"671,983",Controller
5,6,Omen,0.98, 14.8  /  15  /  5.9 ,48.3%,7.1%,207,0.1%,"671,326",Controller
6,7,Killjoy,0.98, 13.8  /  14.1  /  3.9 ,50.6%,6.1%,198,0.1%,"572,769",Sentinel
7,8,Skye,0.93, 13.8  /  14.8  /  7.1 ,49.5%,6.0%,196,0.1%,"561,260",Initiator
8,9,Gekko,0.92, 13.8  /  14.9  /  4.6 ,49.6%,4.1%,194,0.1%,"386,516",Initiator
9,10,Cypher,0.98, 14  /  14.3  /  4.8 ,49.1%,4.0%,195,0.1%,"378,741",Sentinel
10,11,Phoenix,1.11, 16.7  /  15  /  4.4 ,50.3%,3.6%,238,0.1%,"343,346",Duelist
11,12,Sova,0.97, 14.2  /  14.6  /  5.2 ,49.3%,3.3%,203,0.1%,"314,437",Initiator
12,13,Viper,0.98, 14.3  /  14.6  /  5.2 ,49.4%,3.2%,203,0.1%,"306,324",Controller
13,14,Fade,0.93, 13.9  /  14.9  /  6 ,49.1%,3.2%,197,0.1%,"298,313",Initiator
14,15,Chamber,1.07, 15.6  /  14.5  /  3.1 ,48.5%,3.1%,215,0.1%,"289,478",Sentinel
15,16,KAY/O,0.89, 13.7  /  15.3  /  7.8 ,45.7%,2.4%,199,0.1%,"222,939",Initiator
16,17,Yoru,1.0, 15.3  /  15.4  /  4.3 ,46.6%,2.1%,217,0.1%,"198,185",Duelist
17,18,Neon,1.0, 15.8  /  15.9  /  4 ,47.4%,2.0%,226,0.1%,"189,731",Duelist
18,19,Breach,0.93, 14.2  /  15.3  /  5.6 ,47.8%,1.9%,202,0.1%,"181,146",Initiator
19,20,Astra,1.03, 14.9  /  14.4  /  5.4 ,49.1%,1.0%,207,0.1%,"97,320",Controller
20,21,Harbor,0.9, 13.6  /  15.1  /  5.3 ,45.8%,0.9%,192,0.1%,"88,134",Controller
