,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.8  /  16.4  /  3.9 ,49.7%,16.3%,246,0.1%,"13,044"
1,2,Viper,1.03, 15.3  /  14.9  /  5.9 ,51.7%,15.4%,210,0.2%,"12,358"
2,3,Sova,0.99, 14.8  /  14.9  /  5.6 ,49.6%,12.0%,203,0.2%,"9,655"
3,4,Sage,0.96, 14.3  /  15  /  7.2 ,50.9%,10.6%,195,0.1%,"8,539"
4,5,Reyna,1.14, 18.3  /  16.1  /  4.3 ,50.6%,10.5%,250,0.1%,"8,463"
5,6,Killjoy,1.05, 15.2  /  14.6  /  3.5 ,50.2%,6.9%,206,0.2%,"5,505"
6,7,Gekko,0.96, 14.6  /  15.3  /  4.9 ,49.2%,6.7%,196,0.1%,"5,380"
7,8,Raze,1.06, 17  /  16.1  /  4.7 ,49.5%,5.4%,242,0.1%,"4,307"
8,9,KAY/O,0.93, 14.7  /  15.8  /  9.2 ,43.3%,2.7%,209,0.1%,"2,156"
9,10,Chamber,1.1, 16.7  /  15.2  /  2.8 ,47.5%,2.3%,223,0.1%,"1,875"
10,11,Omen,0.98, 15.5  /  15.9  /  6.4 ,44.8%,2.1%,211,0.1%,"1,697"
11,12,Harbor,0.92, 14.3  /  15.5  /  6.2 ,46.5%,1.6%,194,0.1%,"1,320"
12,13,Fade,0.96, 15  /  15.6  /  6.4 ,51.9%,1.4%,203,0.1%,"1,118"
13,14,Skye,0.91, 14.4  /  15.8  /  7.5 ,47.3%,1.3%,198,0.1%,"1,070"
14,15,Phoenix,1.09, 17.4  /  16.1  /  4.4 ,48.1%,1.0%,239,0.1%,829
15,16,Cypher,1, 15.2  /  15.2  /  4.3 ,47.5%,0.9%,202,0.2%,749
16,17,Brimstone,0.96, 14.4  /  15.1  /  7.6 ,47.1%,0.8%,204,0.1%,637
17,18,Yoru,1, 16  /  16.1  /  4 ,43.1%,0.7%,220,0.1%,591
18,19,Neon,0.98, 16.6  /  16.8  /  4 ,44.4%,0.7%,232,0.1%,532
19,20,Breach,0.96, 15.1  /  15.7  /  6.9 ,50.2%,0.3%,205,0.1%,239
20,21,Astra,1.07, 15.2  /  14.2  /  4.8 ,43.4%,0.2%,214,0.1%,175
