,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.83, 11.9  /  14.3  /  6.7 ,49.7%,12.8%,173,0.1%,"677,107",Sentinel
1,2,Reyna,1.08, 16.1  /  14.9  /  4.7 ,49.7%,11.1%,233,0.1%,"588,960",Duelist
2,3,Jett,1.01, 15.2  /  15  /  4.1 ,49.0%,6.5%,220,0.1%,"344,958",Duelist
3,4,Raze,0.96, 14.5  /  15.1  /  4.9 ,49.2%,6.5%,218,0.1%,"344,581",Duelist
4,5,Omen,0.91, 13.5  /  14.8  /  5.3 ,48.2%,6.5%,194,0.1%,"342,279",Controller
5,6,Gekko,0.86, 12.6  /  14.6  /  4.9 ,50.1%,5.5%,181,0.1%,"290,443",Initiator
6,7,Killjoy,0.92, 12.7  /  13.8  /  4.2 ,51.1%,5.5%,188,0.1%,"289,650",Sentinel
7,8,Skye,0.85, 12.4  /  14.6  /  7.5 ,49.0%,4.5%,183,0.1%,"240,313",Initiator
8,9,Viper,0.91, 13  /  14.3  /  5.5 ,49.4%,4.5%,190,0.1%,"240,101",Controller
9,10,Phoenix,1.0, 14.7  /  14.7  /  4.6 ,48.8%,4.3%,215,0.1%,"226,148",Duelist
10,11,Fade,0.85, 12.6  /  14.7  /  6.3 ,48.6%,4.2%,184,0.1%,"220,433",Initiator
11,12,Brimstone,0.91, 13.1  /  14.5  /  6.7 ,49.8%,4.1%,194,0.1%,"215,579",Controller
12,13,Sova,0.88, 12.7  /  14.4  /  5.3 ,47.9%,3.7%,188,0.1%,"197,851",Initiator
13,14,Yoru,0.92, 13.9  /  15  /  4.5 ,46.7%,3.6%,201,0.1%,"189,795",Duelist
14,15,Neon,0.93, 14.4  /  15.5  /  4.3 ,48.1%,3.5%,210,0.1%,"183,380",Duelist
15,16,Cypher,0.92, 12.9  /  14  /  5 ,48.8%,3.2%,185,0.1%,"168,981",Sentinel
16,17,KAY/O,0.83, 12.5  /  15  /  7.7 ,46.5%,2.9%,186,0.1%,"153,380",Initiator
17,18,Chamber,0.99, 14.2  /  14.3  /  3.5 ,48.0%,2.9%,201,0.1%,"152,431",Sentinel
18,19,Harbor,0.83, 12.3  /  14.8  /  5.6 ,47.6%,1.9%,178,0.1%,"101,271",Controller
19,20,Breach,0.88, 13.3  /  15  /  5.7 ,47.9%,1.5%,193,0.1%,"79,228",Initiator
20,21,Astra,0.96, 13.4  /  14  /  5.3 ,49.7%,1.0%,193,0.1%,"53,687",Controller
