,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.15, 17.5  /  15.2  /  4.6 ,50.5%,11.8%,248,0.2%,"480,291",Duelist
1,2,Sage,0.91, 13.2  /  14.6  /  7.3 ,50.9%,10.7%,188,0.1%,"437,536",Sentinel
2,3,Omen,0.99, 14.8  /  15  /  6.2 ,49.3%,8.9%,208,0.1%,"364,215",Controller
3,4,Raze,1.04, 16.2  /  15.5  /  5 ,50.6%,7.6%,239,0.2%,"310,439",Duelist
4,5,Jett,1.08, 16.7  /  15.5  /  4 ,49.4%,7.4%,237,0.2%,"300,568",Duelist
5,6,Skye,0.92, 13.6  /  14.8  /  7.7 ,49.6%,6.1%,195,0.1%,"250,048",Initiator
6,7,Deadlock,0.98, 14.6  /  14.8  /  4.1 ,49.2%,5.2%,214,0.1%,"211,221",Sentinel
7,8,Killjoy,0.99, 14.1  /  14.2  /  4 ,50.4%,5.0%,201,0.1%,"205,219",Sentinel
8,9,Brimstone,0.96, 14.2  /  14.7  /  7.8 ,50.3%,5.0%,207,0.1%,"202,514",Controller
9,10,Cypher,1.01, 14.4  /  14.3  /  5 ,49.6%,4.1%,200,0.1%,"165,618",Sentinel
10,11,Gekko,0.92, 13.7  /  14.9  /  4.7 ,49.3%,3.5%,192,0.1%,"142,497",Initiator
11,12,Phoenix,1.09, 16.4  /  15.1  /  4.7 ,50.0%,3.5%,235,0.2%,"141,038",Duelist
12,13,Viper,0.97, 14.2  /  14.5  /  5.3 ,48.8%,2.8%,202,0.1%,"112,514",Controller
13,14,Sova,0.96, 14  /  14.7  /  5.3 ,48.7%,2.5%,202,0.1%,"100,964",Initiator
14,15,Chamber,1.05, 15.5  /  14.7  /  3.3 ,48.3%,2.4%,215,0.2%,"98,991",Sentinel
15,16,Fade,0.92, 13.8  /  14.9  /  6 ,49.0%,2.4%,196,0.1%,"98,682",Initiator
16,17,Breach,0.94, 14.3  /  15.2  /  6 ,49.0%,2.4%,204,0.1%,"97,801",Initiator
17,18,KAY/O,0.89, 13.6  /  15.3  /  8.1 ,46.4%,2.3%,199,0.1%,"95,049",Initiator
18,19,Neon,0.99, 15.7  /  15.8  /  4.2 ,48.1%,2.1%,224,0.2%,"86,508",Duelist
19,20,Yoru,1.0, 15.2  /  15.2  /  4.3 ,47.1%,1.9%,216,0.1%,"78,650",Duelist
20,21,Astra,1.03, 14.8  /  14.4  /  5.8 ,50.1%,1.6%,207,0.1%,"63,189",Controller
21,22,Harbor,0.89, 13.4  /  15.1  /  5.5 ,45.5%,0.7%,192,0.1%,"26,618",Controller
