,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.3  /  16  /  3.3 ,51.0%,19.8%,234,0.2%,"24,389",Duelist
1,2,Astra,1.04, 15.1  /  14.5  /  7.4 ,49.9%,13.2%,202,0.1%,"16,281",Controller
2,3,Killjoy,1.05, 15.5  /  14.8  /  3.3 ,50.6%,9.3%,210,0.1%,"11,525",Sentinel
3,4,Reyna,1.11, 17.6  /  15.8  /  4.2 ,50.7%,9.0%,239,0.2%,"11,105",Duelist
4,5,Skye,0.94, 14.4  /  15.2  /  8.1 ,49.8%,8.9%,196,0.1%,"11,001",Initiator
5,6,Fade,0.96, 14.7  /  15.3  /  6.5 ,49.1%,6.2%,200,0.1%,"7,608",Initiator
6,7,Phoenix,1.1, 17.2  /  15.7  /  4.9 ,53.7%,5.5%,238,0.2%,"6,756",Duelist
7,8,Chamber,1.08, 16.4  /  15.1  /  2.4 ,48.3%,4.3%,216,0.2%,"5,260",Sentinel
8,9,Cypher,1.02, 15  /  14.7  /  4.5 ,50.3%,4.0%,200,0.1%,"4,965",Sentinel
9,10,Viper,1.04, 15.4  /  14.8  /  6.2 ,51.6%,3.7%,212,0.1%,"4,506",Controller
10,11,Gekko,0.97, 14.7  /  15.1  /  4.8 ,51.4%,2.4%,196,0.1%,"3,011",Initiator
11,12,Raze,1.04, 16.7  /  16.1  /  4.7 ,52.2%,2.3%,238,0.2%,"2,851",Duelist
12,13,Deadlock,1.05, 16  /  15.2  /  3.8 ,52.4%,2.1%,213,0.1%,"2,559",Sentinel
13,14,Sova,1.02, 15  /  14.7  /  6 ,49.2%,1.6%,208,0.1%,"1,949",Initiator
14,15,Harbor,0.93, 14.3  /  15.4  /  6.7 ,46.5%,1.5%,193,0.1%,"1,866",Controller
15,16,Brimstone,0.99, 14.7  /  14.9  /  9.9 ,52.8%,1.4%,206,0.1%,"1,756",Controller
16,17,Sage,0.98, 14.8  /  15.1  /  6.7 ,52.9%,1.1%,204,0.1%,"1,401",Sentinel
17,18,KAY/O,0.95, 14.7  /  15.6  /  9.5 ,47.1%,1.1%,205,0.1%,"1,375",Initiator
18,19,Yoru,1.0, 16.1  /  16.1  /  4.5 ,46.7%,1.1%,219,0.2%,"1,358",Duelist
19,20,Omen,1.03, 15.6  /  15.2  /  7.9 ,48.9%,0.7%,210,0.1%,874,Controller
20,21,Neon,0.95, 16  /  16.8  /  4.3 ,47.7%,0.6%,223,0.2%,705,Duelist
21,22,Breach,1.01, 15.4  /  15.3  /  8.2 ,44.9%,0.2%,210,0.1%,247,Initiator
