,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.77, 10.8  /  14.2  /  6.5 ,48.6%,13.9%,161,0.1%,"7,234",Sentinel
1,2,Reyna,0.96, 14.2  /  14.8  /  4.6 ,48.2%,10.7%,210,0.1%,"5,560",Duelist
2,3,Raze,0.9, 13.5  /  14.9  /  5.2 ,50.2%,7.7%,209,0.1%,"4,005",Duelist
3,4,Killjoy,0.88, 12.1  /  13.6  /  4.4 ,52.0%,6.4%,182,0.2%,"3,302",Sentinel
4,5,Jett,0.89, 13.4  /  15.1  /  3.8 ,45.4%,6.2%,200,0.1%,"3,199",Duelist
5,6,Omen,0.85, 12.4  /  14.6  /  5.3 ,47.4%,5.8%,182,0.1%,"3,026",Controller
6,7,Fade,0.77, 11.5  /  14.8  /  5.9 ,47.0%,5.6%,170,0.1%,"2,887",Initiator
7,8,Sova,0.85, 12.1  /  14.3  /  5.2 ,49.4%,4.8%,180,0.1%,"2,505",Initiator
8,9,Yoru,0.85, 12.5  /  14.6  /  4 ,48.2%,4.7%,182,0.1%,"2,458",Duelist
9,10,Phoenix,0.9, 13.1  /  14.6  /  4.5 ,50.0%,4.7%,197,0.1%,"2,455",Duelist
10,11,Neon,0.83, 12.6  /  15.3  /  4.2 ,47.5%,4.1%,189,0.1%,"2,139",Duelist
11,12,Brimstone,0.87, 12.4  /  14.3  /  6.5 ,51.9%,3.7%,185,0.1%,"1,945",Controller
12,13,Viper,0.82, 11.8  /  14.4  /  5.1 ,48.6%,3.7%,173,0.2%,"1,941",Controller
13,14,Skye,0.78, 11.2  /  14.5  /  7.3 ,48.8%,3.7%,167,0.1%,"1,902",Initiator
14,15,KAY/O,0.77, 11.4  /  14.8  /  7.4 ,44.7%,3.2%,173,0.1%,"1,669",Initiator
15,16,Gekko,0.86, 12.3  /  14.4  /  4.5 ,50.3%,3.0%,182,0.1%,"1,560",Initiator
16,17,Cypher,0.84, 11.8  /  14  /  5 ,47.8%,2.6%,171,0.2%,"1,346",Sentinel
17,18,Chamber,0.88, 12.8  /  14.6  /  3.4 ,44.2%,2.0%,186,0.1%,"1,018",Sentinel
18,19,Breach,0.83, 12.3  /  14.7  /  5.6 ,49.1%,1.4%,182,0.1%,738,Initiator
19,20,Harbor,0.77, 11.4  /  14.8  /  5 ,39.8%,1.2%,168,0.1%,611,Controller
20,21,Astra,0.92, 12.7  /  13.8  /  4.9 ,50.4%,0.7%,182,0.2%,383,Controller
