,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.4  /  16  /  3.4 ,51.0%,13.6%,239,0.1%,"2,412"
1,2,Omen,1.02, 15.3  /  15  /  8 ,51.8%,10.7%,208,0.1%,"1,903"
2,3,Killjoy,1.09, 15.7  /  14.4  /  3.5 ,51.7%,10.5%,213,0.2%,"1,869"
3,4,Raze,1.06, 16.9  /  15.9  /  4.6 ,50.4%,9.5%,241,0.1%,"1,698"
4,5,Gekko,1.01, 15.2  /  15.1  /  5.6 ,52.2%,9.3%,201,0.2%,"1,650"
5,6,Breach,0.94, 14.4  /  15.4  /  8.1 ,49.6%,8.8%,195,0.1%,"1,572"
6,7,Reyna,1.15, 17.8  /  15.5  /  4.4 ,50.2%,7.0%,243,0.1%,"1,236"
7,8,Chamber,1.15, 17  /  14.9  /  2.6 ,51.8%,5.9%,227,0.1%,"1,048"
8,9,Skye,1, 15.1  /  15.1  /  8.8 ,53.5%,4.0%,205,0.1%,709
9,10,Harbor,1.01, 15.3  /  15.2  /  6.8 ,46.8%,3.7%,203,0.1%,666
10,11,Astra,1.07, 15.7  /  14.7  /  7.3 ,54.4%,2.7%,209,0.2%,472
11,12,Cypher,1, 15.1  /  15  /  4.8 ,49.9%,2.6%,202,0.1%,463
12,13,Fade,0.97, 14.8  /  15.3  /  6.4 ,45.7%,2.0%,199,0.1%,352
13,14,Sage,1.04, 15.5  /  15  /  7.1 ,54.0%,1.8%,208,0.1%,328
14,15,Brimstone,1.02, 14.8  /  14.6  /  9.5 ,57.6%,1.6%,208,0.2%,288
15,16,Sova,1.05, 15.8  /  15  /  6.4 ,52.6%,1.6%,218,0.1%,287
16,17,Neon,1.01, 16.5  /  16.4  /  4.5 ,48.7%,1.3%,232,0.1%,236
17,18,Phoenix,1.08, 16.4  /  15.2  /  4.2 ,53.0%,1.0%,230,0.1%,185
18,19,KAY/O,0.94, 14.9  /  15.8  /  10.4 ,42.1%,0.9%,203,0.1%,164
19,20,Yoru,1.09, 17.5  /  16.1  /  4.3 ,50.4%,0.8%,238,0.1%,137
20,21,Viper,1.07, 15.8  /  14.7  /  5.8 ,44.9%,0.6%,214,0.2%,107
