,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.11, 18  /  16.2  /  3.9 ,49.9%,13.7%,249,0.1%,"29,365"
1,2,Sage,0.92, 13.8  /  14.9  /  7.1 ,50.5%,12.2%,190,0.1%,"26,152"
2,3,Viper,1.02, 15.1  /  14.8  /  5.7 ,50.7%,11.9%,209,0.2%,"25,498"
3,4,Reyna,1.16, 18.3  /  15.8  /  4.3 ,51.0%,11.8%,252,0.1%,"25,315"
4,5,Sova,1, 14.7  /  14.7  /  5.4 ,50.7%,10.3%,204,0.2%,"22,031"
5,6,Killjoy,1.02, 14.7  /  14.4  /  3.7 ,49.6%,6.4%,204,0.2%,"13,780"
6,7,Raze,1.04, 16.7  /  16.1  /  4.6 ,49.0%,6.1%,239,0.1%,"13,126"
7,8,Omen,0.97, 15  /  15.5  /  5.9 ,49.5%,4.2%,209,0.1%,"8,890"
8,9,KAY/O,0.93, 14.6  /  15.6  /  8.9 ,46.6%,3.8%,208,0.1%,"8,232"
9,10,Chamber,1.1, 16.4  /  14.9  /  3 ,48.7%,3.1%,221,0.1%,"6,534"
10,11,Fade,0.96, 14.6  /  15.2  /  6.2 ,49.5%,2.7%,203,0.1%,"5,873"
11,12,Skye,0.94, 14.5  /  15.5  /  7.4 ,48.1%,2.7%,201,0.1%,"5,866"
12,13,Phoenix,1.09, 17  /  15.6  /  4.3 ,49.6%,2.1%,236,0.1%,"4,448"
13,14,Brimstone,0.94, 14.4  /  15.3  /  7.2 ,47.7%,2.0%,201,0.1%,"4,231"
14,15,Harbor,0.92, 14.1  /  15.3  /  5.8 ,46.2%,1.7%,193,0.1%,"3,618"
15,16,Neon,1, 16.4  /  16.5  /  4.1 ,47.0%,1.3%,230,0.1%,"2,790"
16,17,Cypher,0.96, 14.5  /  15.1  /  4.4 ,47.0%,1.2%,198,0.1%,"2,649"
17,18,Yoru,1.02, 16.1  /  15.7  /  4.2 ,49.7%,1.1%,221,0.1%,"2,345"
18,19,Breach,0.95, 14.9  /  15.8  /  6.3 ,50.1%,1.0%,206,0.1%,"2,237"
19,20,Astra,1.02, 15.4  /  15.1  /  5.3 ,45.4%,0.5%,210,0.1%,"1,007"
