,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.4  /  16  /  3.8 ,49.4%,12.4%,239,0.1%,"17,073",Duelist
1,2,Breach,0.95, 14.5  /  15.3  /  7.2 ,49.5%,11.8%,200,0.1%,"16,228",Initiator
2,3,Brimstone,1.01, 14.9  /  14.8  /  9 ,52.1%,11.7%,209,0.1%,"16,062",Controller
3,4,Reyna,1.17, 18.1  /  15.5  /  4.4 ,50.9%,9.4%,248,0.1%,"12,946",Duelist
4,5,Killjoy,1.02, 14.7  /  14.3  /  3.9 ,50.9%,8.4%,203,0.2%,"11,567",Sentinel
5,6,Raze,1.07, 16.9  /  15.9  /  4.7 ,50.3%,7.6%,240,0.1%,"10,428",Duelist
6,7,Sage,0.94, 14.1  /  14.9  /  7.1 ,51.3%,5.6%,193,0.1%,"7,673",Sentinel
7,8,Cypher,1.01, 14.9  /  14.7  /  4.9 ,50.0%,5.3%,202,0.1%,"7,326",Sentinel
8,9,Fade,0.96, 14.5  /  15  /  6.4 ,49.2%,4.4%,199,0.1%,"6,035",Initiator
9,10,Viper,0.99, 14.6  /  14.8  /  5.9 ,49.3%,4.1%,203,0.2%,"5,596",Controller
10,11,KAY/O,0.92, 14.4  /  15.7  /  9.2 ,45.0%,3.1%,204,0.1%,"4,255",Initiator
11,12,Neon,1.01, 16.7  /  16.4  /  4.4 ,49.5%,2.9%,232,0.1%,"4,059",Duelist
12,13,Chamber,1.09, 16.5  /  15.1  /  2.9 ,49.0%,2.9%,221,0.1%,"4,024",Sentinel
13,14,Skye,0.96, 14.7  /  15.3  /  7.2 ,46.7%,2.5%,202,0.1%,"3,484",Initiator
14,15,Phoenix,1.12, 17.3  /  15.4  /  4.8 ,50.8%,2.1%,238,0.1%,"2,954",Duelist
15,16,Omen,0.98, 15  /  15.3  /  7.3 ,47.1%,2.0%,206,0.1%,"2,713",Controller
16,17,Astra,1.03, 15.3  /  14.9  /  6.6 ,49.8%,1.3%,208,0.1%,"1,724",Controller
17,18,Sova,1.0, 14.8  /  14.8  /  5.3 ,47.2%,0.9%,207,0.1%,"1,276",Initiator
18,19,Yoru,1.0, 15.7  /  15.7  /  4.5 ,45.3%,0.9%,215,0.1%,"1,213",Duelist
19,20,Harbor,0.9, 13.7  /  15.3  /  6.1 ,46.1%,0.8%,187,0.2%,"1,134",Controller
