,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.18, 18  /  15.2  /  4.4 ,52.1%,13.1%,256,0.2%,"2,586,261"
1,2,Sage,0.91, 13.2  /  14.5  /  6.5 ,51.1%,11.5%,189,0.1%,"2,269,500"
2,3,Chamber,1.1, 15.9  /  14.5  /  3.2 ,50.9%,8.2%,222,0.2%,"1,612,212"
3,4,Jett,1.11, 17.1  /  15.4  /  3.8 ,51.0%,8.1%,244,0.2%,"1,597,473"
4,5,Raze,1.04, 16.1  /  15.4  /  4.8 ,50.6%,6.2%,238,0.2%,"1,230,885"
5,6,Omen,0.97, 14.5  /  15  /  5.4 ,49.3%,5.9%,206,0.1%,"1,172,082"
6,7,Brimstone,0.96, 14.1  /  14.6  /  6.6 ,52.0%,5.3%,204,0.1%,"1,049,274"
7,8,Viper,0.97, 13.9  /  14.4  /  5.2 ,50.8%,5.3%,199,0.1%,"1,044,225"
8,9,Sova,0.97, 14  /  14.5  /  5.2 ,50.8%,4.9%,202,0.1%,"967,317"
9,10,Fade,0.93, 13.9  /  14.9  /  6.1 ,50.9%,4.9%,198,0.1%,"963,747"
10,11,Killjoy,0.97, 13.7  /  14.1  /  4.1 ,51.3%,4.3%,199,0.1%,"839,001"
11,12,Phoenix,1.12, 16.7  /  15  /  4.3 ,51.4%,3.8%,240,0.2%,"749,088"
12,13,Skye,0.92, 13.6  /  14.8  /  6.9 ,49.7%,3.6%,196,0.1%,"710,583"
13,14,KAY/O,0.89, 13.6  /  15.3  /  7.5 ,46.9%,3.2%,198,0.1%,"629,595"
14,15,Neon,1, 15.8  /  15.8  /  4.1 ,49.6%,2.7%,229,0.2%,"524,484"
15,16,Cypher,0.98, 14  /  14.3  /  4.6 ,49.3%,2.5%,196,0.1%,"487,305"
16,17,Breach,0.93, 14.2  /  15.2  /  5.8 ,49.2%,2.1%,204,0.1%,"413,355"
17,18,Yoru,0.99, 15.1  /  15.2  /  4.1 ,48.7%,2.1%,216,0.1%,"408,306"
18,19,Harbor,0.89, 13.4  /  15.1  /  4.8 ,47.7%,1.4%,191,0.1%,"268,413"
19,20,Astra,1.02, 14.6  /  14.3  /  5.2 ,49.7%,1.1%,204,0.1%,"214,557"
