,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.1, 17.4  /  15.8  /  3.7 ,49.2%,14.8%,244,0.2%,"1,213,290"
1,2,Sage,0.95, 13.9  /  14.7  /  6.9 ,51.2%,14.1%,196,0.1%,"1,160,046"
2,3,Reyna,1.11, 17.4  /  15.7  /  4.5 ,49.9%,13.6%,246,0.2%,"1,118,787"
3,4,Omen,0.97, 14.7  /  15.3  /  3.8 ,49.8%,10.0%,204,0.1%,"819,417"
4,5,Raze,1.05, 16.6  /  15.8  /  4.9 ,51.6%,8.4%,242,0.2%,"687,072"
5,6,Sova,0.98, 14.3  /  14.6  /  6.4 ,50.7%,7.5%,206,0.1%,"618,375"
6,7,Killjoy,0.97, 14  /  14.5  /  3.8 ,49.9%,6.5%,198,0.1%,"534,072"
7,8,Viper,0.97, 14.3  /  14.7  /  5.2 ,49.8%,4.7%,202,0.1%,"382,602"
8,9,Phoenix,1.04, 16.4  /  15.7  /  4.4 ,48.7%,4.5%,232,0.2%,"369,189"
9,10,Cypher,0.96, 14.1  /  14.8  /  4.8 ,46.9%,3.9%,196,0.1%,"322,014"
10,11,Brimstone,0.95, 14.2  /  15  /  5.2 ,51.0%,3.9%,202,0.1%,"320,535"
11,12,Skye,0.92, 14.1  /  15.3  /  5 ,47.4%,3.1%,197,0.1%,"254,286"
12,13,Breach,0.89, 14.1  /  15.8  /  5.9 ,44.3%,2.1%,199,0.1%,"168,555"
13,14,Astra,1, 14.7  /  14.7  /  4.1 ,49.7%,1.5%,202,0.1%,"127,092"
14,15,Yoru,0.95, 14.9  /  15.6  /  3.9 ,44.7%,1.3%,211,0.2%,"106,743"
