,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.73, 9.7  /  13.3  /  5 ,52.0%,13.7%,151,0.1%,"52,377"
1,2,Reyna,1.01, 13.9  /  13.8  /  3.8 ,52.8%,10.8%,212,0.1%,"41,514"
2,3,Raze,0.85, 11.8  /  13.9  /  4.1 ,48.1%,8.1%,187,0.1%,"31,161"
3,4,Jett,0.96, 12.3  /  12.8  /  3.1 ,52.8%,7.2%,200,0.2%,"27,438"
4,5,Yoru,0.8, 11.1  /  13.8  /  3.4 ,48.3%,6.1%,171,0.1%,"23,460"
5,6,Fade,0.71, 10  /  14.1  /  5.4 ,49.7%,6.0%,157,0.1%,"23,205"
6,7,Omen,0.83, 11.4  /  13.8  /  3.7 ,50.9%,5.7%,174,0.1%,"21,828"
7,8,Phoenix,0.93, 12.1  /  13.1  /  3.4 ,44.9%,5.3%,195,0.1%,"20,196"
8,9,Viper,0.78, 10.8  /  13.8  /  4.1 ,53.0%,4.9%,165,0.1%,"18,666"
9,10,Chamber,0.96, 12.3  /  12.7  /  3.2 ,52.7%,4.8%,191,0.1%,"18,564"
10,11,Neon,0.84, 11.5  /  13.7  /  3.3 ,53.2%,4.7%,181,0.2%,"18,105"
11,12,Sova,0.83, 10.8  /  13  /  4.3 ,50.1%,4.6%,169,0.1%,"17,595"
12,13,Killjoy,0.79, 9.9  /  12.6  /  3.5 ,51.3%,4.0%,162,0.1%,"15,402"
13,14,Brimstone,0.79, 10  /  12.7  /  4.1 ,49.1%,3.5%,165,0.1%,"13,617"
14,15,Skye,0.74, 10  /  13.5  /  5.4 ,51.0%,3.3%,161,0.1%,"12,801"
15,16,KAY/O,0.77, 10.8  /  13.9  /  5.8 ,50.6%,3.1%,166,0.1%,"11,781"
16,17,Cypher,0.79, 10.1  /  12.8  /  4.2 ,59.6%,1.9%,151,0.1%,"7,191"
17,18,Breach,0.79, 9.8  /  12.4  /  3.8 ,41.6%,1.5%,160,0.1%,"5,763"
18,19,Astra,0.96, 9.9  /  10.3  /  2.7 ,50.8%,0.8%,175,0.1%,"3,009"
