,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Brimstone,0.99, 14.9  /  14.9  /  9.4 ,50.7%,15.4%,204,0.1%,"19,263"
1,2,Raze,1.05, 17.1  /  16.3  /  4.6 ,50.5%,15.0%,242,0.2%,"18,755"
2,3,Skye,0.96, 14.4  /  15  /  7.8 ,50.0%,14.4%,193,0.1%,"17,950"
3,4,Jett,1.1, 17.7  /  16.1  /  3.3 ,50.5%,13.9%,238,0.2%,"17,327"
4,5,Cypher,1, 14.7  /  14.7  /  4.4 ,50.3%,7.3%,193,0.1%,"9,186"
5,6,Reyna,1.13, 17.7  /  15.7  /  4 ,50.6%,6.7%,237,0.2%,"8,407"
6,7,Chamber,1.1, 16.5  /  15  /  2.3 ,49.5%,6.2%,215,0.2%,"7,758"
7,8,Sova,1.02, 15  /  14.7  /  5.8 ,50.4%,3.1%,205,0.1%,"3,892"
8,9,Deadlock,1.04, 15.7  /  15.2  /  3.7 ,50.4%,3.1%,206,0.1%,"3,847"
9,10,Sage,0.98, 14.6  /  14.9  /  6.7 ,51.8%,2.9%,197,0.1%,"3,670"
10,11,Omen,1, 15.3  /  15.3  /  8.4 ,49.7%,2.1%,205,0.1%,"2,608"
11,12,Killjoy,1.04, 15.2  /  14.6  /  3.2 ,50.8%,1.8%,202,0.1%,"2,205"
12,13,Viper,1.05, 15.9  /  15.1  /  5.5 ,47.7%,1.6%,214,0.1%,"2,046"
13,14,Yoru,1.07, 17  /  15.9  /  4.2 ,48.2%,1.5%,228,0.2%,"1,827"
14,15,Fade,0.97, 14.8  /  15.3  /  6.5 ,48.8%,1.4%,199,0.1%,"1,739"
15,16,Phoenix,1.12, 17.4  /  15.5  /  4.3 ,51.7%,1.3%,237,0.2%,"1,655"
16,17,Astra,1.01, 15.1  /  14.9  /  7.5 ,47.7%,0.8%,201,0.1%,"1,033"
17,18,Gekko,0.99, 15  /  15.2  /  4.7 ,54.5%,0.4%,195,0.1%,539
18,19,Breach,0.96, 14.6  /  15.3  /  8 ,46.7%,0.3%,198,0.1%,392
19,20,Neon,1.03, 16.5  /  16  /  3.9 ,51.1%,0.3%,223,0.2%,366
20,21,KAY/O,0.9, 14.4  /  15.9  /  10.1 ,44.9%,0.2%,201,0.1%,294
21,22,Harbor,0.89, 13.4  /  15  /  5.4 ,41.0%,0.2%,188,0.1%,234
