,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 18  /  15.4  /  4.6 ,50.7%,12.1%,253,0.1%,"1,146,854"
1,2,Jett,1.12, 17.5  /  15.6  /  3.9 ,50.2%,10.1%,246,0.1%,"961,344"
2,3,Killjoy,1.02, 14.3  /  14.1  /  4 ,50.3%,9.8%,203,0.1%,"935,251"
3,4,Sage,0.92, 13.5  /  14.6  /  7 ,50.1%,9.4%,191,0.1%,"898,068"
4,5,Omen,1, 14.9  /  15  /  7.1 ,49.2%,9.2%,209,0.1%,"875,175"
5,6,Sova,1.02, 14.7  /  14.4  /  5.7 ,50.6%,6.5%,210,0.1%,"613,761"
6,7,Raze,1.05, 16.4  /  15.6  /  5.1 ,49.9%,6.3%,241,0.1%,"600,993"
7,8,Brimstone,0.98, 14.5  /  14.7  /  8.4 ,51.3%,5.7%,209,0.1%,"539,324"
8,9,Skye,0.93, 13.9  /  14.9  /  7.8 ,49.0%,3.9%,198,0.1%,"366,174"
9,10,Phoenix,1.13, 17.1  /  15.2  /  4.8 ,50.9%,3.7%,243,0.1%,"349,278"
10,11,KAY/O,0.91, 13.9  /  15.3  /  8.2 ,46.8%,3.3%,201,0.1%,"311,972"
11,12,Gekko,0.92, 13.9  /  15  /  4.8 ,48.3%,3.2%,194,0.1%,"301,041"
12,13,Cypher,1, 14.4  /  14.3  /  5.1 ,49.1%,2.8%,200,0.1%,"262,500"
13,14,Fade,0.94, 14  /  14.9  /  6.3 ,49.2%,2.5%,198,0.1%,"241,059"
14,15,Chamber,1.09, 16.1  /  14.8  /  3.2 ,48.8%,2.5%,222,0.1%,"239,203"
15,16,Viper,0.99, 14.4  /  14.6  /  5.6 ,49.0%,2.2%,204,0.1%,"205,987"
16,17,Neon,0.99, 15.9  /  16  /  4.2 ,47.3%,1.7%,226,0.1%,"165,608"
17,18,Breach,0.94, 14.4  /  15.3  /  6.2 ,48.3%,1.7%,204,0.1%,"161,910"
18,19,Yoru,1.01, 15.5  /  15.4  /  4.5 ,46.5%,1.6%,218,0.1%,"148,217"
19,20,Astra,1.05, 15.2  /  14.5  /  6.5 ,50.0%,1.2%,211,0.1%,"116,625"
20,21,Harbor,0.91, 13.8  /  15.1  /  5.9 ,46.3%,0.7%,195,0.1%,"63,102"
