,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 18  /  16.3  /  3.3 ,49.3%,16.6%,242,0.2%,"5,250",Duelist
1,2,Raze,1.08, 17.7  /  16.4  /  4.9 ,52.1%,16.4%,252,0.2%,"5,179",Duelist
2,3,Skye,1.01, 15.3  /  15.1  /  8.5 ,52.3%,14.6%,206,0.1%,"4,631",Initiator
3,4,Omen,1.01, 15.1  /  14.9  /  9 ,49.5%,9.8%,205,0.1%,"3,098",Controller
4,5,Sage,1.01, 15.3  /  15.1  /  7.2 ,52.6%,7.2%,209,0.1%,"2,270",Sentinel
5,6,Cypher,1.07, 15.6  /  14.7  /  4.1 ,50.8%,6.6%,207,0.1%,"2,101",Sentinel
6,7,Astra,1.1, 16.1  /  14.6  /  7.8 ,51.1%,6.4%,214,0.1%,"2,012",Controller
7,8,Reyna,1.15, 18  /  15.7  /  4 ,49.4%,5.5%,246,0.2%,"1,744",Duelist
8,9,Killjoy,1.08, 16.2  /  15  /  3.3 ,46.2%,5.3%,216,0.1%,"1,661",Sentinel
9,10,Deadlock,1.07, 16.4  /  15.4  /  3.8 ,49.5%,3.2%,215,0.1%,"1,022",Sentinel
10,11,Chamber,1.15, 17.8  /  15.4  /  2.6 ,49.1%,3.0%,233,0.2%,943,Sentinel
11,12,Viper,1.04, 16.5  /  15.9  /  5.5 ,49.6%,1.6%,220,0.1%,516,Controller
12,13,Yoru,1.04, 16.4  /  15.8  /  4.6 ,47.0%,0.9%,224,0.2%,270,Duelist
13,14,Breach,0.92, 14.8  /  16.1  /  8.5 ,48.4%,0.7%,197,0.1%,223,Initiator
14,15,Phoenix,1.1, 18  /  16.4  /  4.7 ,41.7%,0.7%,244,0.2%,206,Duelist
15,16,Brimstone,1.07, 16.1  /  15  /  10.7 ,51.5%,0.5%,222,0.1%,167,Controller
16,17,Fade,0.99, 15.8  /  15.8  /  6 ,35.5%,0.3%,216,0.1%,110,Initiator
17,18,Gekko,0.96, 14  /  14.5  /  4.7 ,55.3%,0.3%,198,0.1%,85,Initiator
18,19,KAY/O,0.95, 14.8  /  15.5  /  10 ,53.1%,0.2%,206,0.1%,49,Initiator
19,20,Sova,0.91, 14.2  /  15.6  /  7.2 ,39.1%,0.1%,202,46,,Initiator
20,21,Neon,1.03, 16.7  /  16.2  /  3.8 ,44.2%,0.1%,235,0.2%,43,Duelist
21,22,Harbor,0.94, 16  /  17  /  5 ,100.0%,0.0%,214,0.1%,3,Controller
