,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.3  /  16  /  3.6 ,49.2%,16.1%,237,0.1%,"10,686"
1,2,Omen,0.99, 14.9  /  15.1  /  8.5 ,48.6%,12.8%,204,0.1%,"8,513"
2,3,Reyna,1.12, 17.8  /  15.8  /  4.6 ,51.6%,9.4%,242,0.1%,"6,262"
3,4,Sova,1.01, 14.8  /  14.7  /  6 ,49.9%,8.8%,206,0.2%,"5,851"
4,5,Killjoy,1.02, 14.8  /  14.5  /  3.6 ,49.4%,8.0%,204,0.2%,"5,293"
5,6,Gekko,0.98, 14.6  /  15  /  5.6 ,48.9%,7.0%,199,0.2%,"4,677"
6,7,Cypher,1.02, 15  /  14.8  /  4.7 ,49.9%,5.6%,202,0.2%,"3,741"
7,8,Sage,0.96, 14.4  /  14.9  /  7.1 ,51.2%,4.4%,198,0.1%,"2,951"
8,9,Phoenix,1.11, 17.4  /  15.7  /  4.8 ,52.8%,4.0%,241,0.1%,"2,670"
9,10,Raze,1.07, 17  /  16  /  4.7 ,48.4%,4.0%,242,0.1%,"2,650"
10,11,Brimstone,1, 14.9  /  14.9  /  9.7 ,50.7%,4.0%,210,0.1%,"2,644"
11,12,Skye,0.97, 14.9  /  15.4  /  7.7 ,48.9%,3.2%,204,0.1%,"2,153"
12,13,Fade,0.97, 14.6  /  15  /  7.1 ,49.5%,2.8%,203,0.1%,"1,885"
13,14,Breach,0.94, 14.8  /  15.8  /  8.1 ,48.8%,2.2%,200,0.1%,"1,480"
14,15,Astra,1.04, 15.3  /  14.7  /  7.6 ,51.0%,2.2%,207,0.2%,"1,465"
15,16,Chamber,1.08, 16.3  /  15.2  /  2.8 ,49.5%,2.0%,218,0.1%,"1,299"
16,17,KAY/O,0.93, 14.8  /  15.9  /  10.2 ,45.7%,1.6%,209,0.1%,"1,087"
17,18,Yoru,1.04, 16.5  /  15.8  /  4.6 ,50.9%,0.8%,225,0.1%,546
18,19,Neon,0.98, 16  /  16.3  /  4.4 ,46.5%,0.6%,228,0.1%,419
19,20,Harbor,0.85, 13.3  /  15.6  /  6.1 ,31.9%,0.2%,189,0.1%,116
20,21,Viper,1, 15.6  /  15.7  /  4.7 ,34.1%,0.1%,214,82,
