,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.4  /  16  /  3.6 ,49.1%,15.9%,237,0.1%,"233,189"
1,2,Brimstone,1, 14.8  /  14.9  /  9.7 ,50.2%,15.0%,206,0.1%,"219,614"
2,3,Breach,0.94, 14.3  /  15.3  /  7.8 ,49.0%,13.9%,195,0.1%,"204,082"
3,4,Killjoy,1.05, 15.1  /  14.4  /  3.5 ,50.1%,9.4%,204,0.1%,"137,336"
4,5,Raze,1.05, 16.7  /  15.9  /  4.6 ,49.3%,8.6%,236,0.1%,"126,718"
5,6,Reyna,1.13, 17.7  /  15.6  /  4.3 ,49.8%,7.9%,240,0.1%,"116,007"
6,7,Cypher,1.03, 15.2  /  14.8  /  4.6 ,48.5%,5.5%,203,0.1%,"80,729"
7,8,Chamber,1.09, 16.6  /  15.2  /  2.7 ,47.3%,3.6%,219,0.1%,"53,168"
8,9,Sage,0.96, 14.3  /  14.9  /  6.8 ,50.5%,3.0%,195,0.1%,"43,785"
9,10,Skye,0.96, 14.6  /  15.1  /  7.6 ,49.2%,2.4%,199,0.1%,"35,746"
10,11,Fade,0.98, 14.7  /  15.1  /  6.4 ,47.7%,2.3%,200,0.1%,"33,709"
11,12,Viper,1.01, 15.1  /  14.9  /  5.9 ,47.4%,2.3%,207,0.1%,"33,598"
12,13,Neon,0.99, 16.4  /  16.6  /  4.3 ,47.4%,2.0%,227,0.1%,"29,334"
13,14,KAY/O,0.92, 14.4  /  15.6  /  9.7 ,44.6%,1.8%,203,0.1%,"26,803"
14,15,Gekko,0.95, 14.3  /  15.2  /  4.8 ,48.2%,1.8%,192,0.1%,"26,105"
15,16,Phoenix,1.11, 17.1  /  15.5  /  4.6 ,49.8%,1.3%,235,0.1%,"19,155"
16,17,Omen,0.96, 14.7  /  15.3  /  7.5 ,44.5%,1.0%,201,0.1%,"14,929"
17,18,Yoru,1.01, 15.9  /  15.8  /  4.6 ,46.8%,0.9%,218,0.1%,"12,481"
18,19,Astra,1.04, 15.4  /  14.8  /  6.9 ,45.2%,0.8%,208,0.1%,"11,338"
19,20,Harbor,0.93, 14.1  /  15.2  /  6.4 ,42.5%,0.4%,193,0.1%,"5,610"
20,21,Sova,0.99, 14.9  /  15  /  5.7 ,47.5%,0.3%,206,0.1%,"4,859"
