,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.12, 17.6  /  15.7  /  3.7 ,50.1%,15.5%,245,0.2%,"1,403,010"
1,2,Reyna,1.13, 17.6  /  15.6  /  4.1 ,50.6%,15.1%,245,0.2%,"1,367,922"
2,3,Sage,0.94, 13.9  /  14.8  /  6.8 ,50.9%,13.2%,191,0.1%,"1,200,540"
3,4,Sova,0.98, 14.4  /  14.6  /  6.1 ,50.3%,7.8%,204,0.1%,"711,909"
4,5,Omen,0.97, 14.7  /  15.2  /  5.4 ,49.2%,7.1%,202,0.1%,"643,875"
5,6,Raze,1.03, 16.4  /  15.9  /  4.9 ,50.6%,6.5%,238,0.2%,"586,449"
6,7,Killjoy,0.98, 14.2  /  14.4  /  3.9 ,50.3%,6.4%,201,0.1%,"577,983"
7,8,Skye,0.95, 14.6  /  15.3  /  5.8 ,48.9%,6.2%,200,0.1%,"566,406"
8,9,Viper,0.99, 14.4  /  14.6  /  5.3 ,50.5%,5.8%,200,0.1%,"525,759"
9,10,Cypher,0.98, 14.4  /  14.7  /  4.1 ,47.8%,3.9%,196,0.1%,"355,368"
10,11,Brimstone,0.97, 14.5  /  15  /  6.8 ,50.5%,3.4%,202,0.1%,"310,947"
11,12,Astra,1, 14.7  /  14.7  /  5.3 ,48.8%,2.7%,200,0.1%,"249,186"
12,13,Phoenix,1.05, 16.4  /  15.7  /  3.9 ,47.6%,2.3%,232,0.2%,"207,978"
13,14,Breach,0.93, 14.4  /  15.5  /  5.5 ,49.9%,1.6%,199,0.1%,"143,514"
14,15,KAY/O,0.92, 14.3  /  15.5  /  7.6 ,44.6%,1.5%,201,0.1%,"135,303"
15,16,Yoru,0.97, 15.3  /  15.8  /  3.4 ,44.0%,1.0%,214,0.2%,"89,199"
