,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.14, 17.8  /  15.5  /  4.5 ,49.6%,12.1%,249,0.1%,"40,144",Duelist
1,2,Sage,0.9, 13.3  /  14.8  /  7 ,48.9%,11.0%,188,0.1%,"36,383",Sentinel
2,3,Jett,1.09, 17.1  /  15.7  /  3.8 ,49.3%,10.2%,240,0.1%,"33,602",Duelist
3,4,Omen,0.98, 14.8  /  15.1  /  6.6 ,48.7%,9.6%,206,0.1%,"31,818",Controller
4,5,Killjoy,0.97, 13.9  /  14.3  /  3.8 ,49.4%,6.6%,197,0.2%,"21,984",Sentinel
5,6,Sova,0.99, 14.4  /  14.6  /  5.4 ,49.3%,5.9%,204,0.1%,"19,594",Initiator
6,7,Raze,1.05, 16.3  /  15.6  /  4.7 ,49.8%,5.9%,237,0.1%,"19,443",Duelist
7,8,Brimstone,0.96, 14.2  /  14.8  /  8 ,51.0%,5.7%,204,0.1%,"18,998",Controller
8,9,Skye,0.93, 14  /  15.1  /  7.5 ,48.9%,4.4%,198,0.1%,"14,607",Initiator
9,10,Phoenix,1.11, 17.1  /  15.4  /  4.5 ,51.0%,4.0%,241,0.1%,"13,288",Duelist
10,11,Fade,0.94, 14.1  /  15  /  6.3 ,50.3%,3.8%,199,0.1%,"12,638",Initiator
11,12,Cypher,0.98, 14.3  /  14.5  /  4.8 ,47.8%,3.6%,198,0.2%,"11,800",Sentinel
12,13,KAY/O,0.9, 13.9  /  15.5  /  8.6 ,45.5%,3.3%,201,0.1%,"11,029",Initiator
13,14,Breach,0.93, 14.3  /  15.3  /  6.2 ,49.2%,2.9%,202,0.1%,"9,740",Initiator
14,15,Chamber,1.05, 15.6  /  14.9  /  3.1 ,47.6%,2.9%,215,0.1%,"9,679",Sentinel
15,16,Neon,0.98, 16  /  16.3  /  4.2 ,47.9%,2.0%,226,0.1%,"6,538",Duelist
16,17,Viper,0.96, 14.2  /  14.7  /  5.6 ,48.6%,1.9%,201,0.1%,"6,218",Controller
17,18,Yoru,0.99, 15.3  /  15.5  /  4.3 ,45.8%,1.7%,215,0.1%,"5,579",Duelist
18,19,Astra,1.01, 14.8  /  14.6  /  6.1 ,49.3%,1.6%,204,0.1%,"5,133",Controller
19,20,Harbor,0.88, 13.5  /  15.3  /  5.9 ,44.5%,0.8%,190,0.1%,"2,512",Controller
