,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.5  /  16.3  /  3.7 ,48.7%,15.7%,238,0.1%,"12,612",Duelist
1,2,Omen,0.98, 15  /  15.2  /  9.3 ,48.1%,11.4%,205,0.1%,"9,213",Controller
2,3,Sova,1.03, 15  /  14.7  /  6.5 ,51.7%,10.9%,209,0.2%,"8,783",Initiator
3,4,Killjoy,1.04, 15  /  14.4  /  3.8 ,51.1%,10.8%,205,0.2%,"8,705",Sentinel
4,5,Reyna,1.12, 17.8  /  15.8  /  4.6 ,51.9%,9.4%,242,0.1%,"7,543",Duelist
5,6,Gekko,0.95, 14.7  /  15.4  /  5.4 ,49.7%,7.1%,196,0.1%,"5,736",Initiator
6,7,Brimstone,0.98, 14.8  /  15.1  /  10.7 ,52.2%,4.6%,207,0.1%,"3,720",Controller
7,8,Raze,1.04, 16.7  /  16.2  /  5.2 ,50.1%,4.5%,238,0.1%,"3,585",Duelist
8,9,KAY/O,0.93, 14.7  /  15.7  /  9.9 ,47.4%,3.9%,206,0.1%,"3,140",Initiator
9,10,Sage,0.99, 14.8  /  14.9  /  7.1 ,52.6%,3.8%,201,0.1%,"3,038",Sentinel
10,11,Cypher,1.03, 15.2  /  14.7  /  5.2 ,49.9%,3.6%,202,0.1%,"2,931",Sentinel
11,12,Phoenix,1.09, 17.3  /  15.9  /  5.1 ,50.3%,3.1%,240,0.1%,"2,506",Duelist
12,13,Astra,1.03, 15.3  /  14.8  /  8.4 ,50.9%,2.7%,209,0.1%,"2,200",Controller
13,14,Fade,0.97, 14.6  /  15  /  6.9 ,49.1%,2.4%,199,0.1%,"1,936",Initiator
14,15,Skye,0.96, 14.7  /  15.4  /  7.9 ,49.2%,1.9%,203,0.1%,"1,494",Initiator
15,16,Chamber,1.09, 16.6  /  15.2  /  2.9 ,49.8%,1.6%,223,0.1%,"1,326",Sentinel
16,17,Breach,0.92, 14.8  /  16  /  8.1 ,44.2%,0.7%,202,0.1%,597,Initiator
17,18,Yoru,1.05, 16.3  /  15.6  /  4.6 ,50.6%,0.7%,225,0.1%,567,Duelist
18,19,Neon,0.94, 15.8  /  16.8  /  4.3 ,45.4%,0.5%,219,0.1%,436,Duelist
19,20,Viper,1.02, 15.2  /  15  /  6.6 ,49.8%,0.3%,207,0.2%,255,Controller
20,21,Harbor,0.95, 14.7  /  15.4  /  7.1 ,52.2%,0.3%,197,0.1%,232,Controller
