,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 17.9  /  15.4  /  4.6 ,50.4%,12.1%,253,0.1%,"33,928"
1,2,Sage,0.91, 13.4  /  14.7  /  7.1 ,50.3%,11.3%,190,0.1%,"31,753"
2,3,Omen,1, 15  /  15  /  6.4 ,48.6%,9.0%,211,0.1%,"25,189"
3,4,Jett,1.11, 17.2  /  15.6  /  4 ,50.5%,8.1%,242,0.1%,"22,856"
4,5,Killjoy,0.99, 14  /  14.1  /  4 ,51.3%,6.7%,199,0.2%,"18,901"
5,6,Raze,1.06, 16.4  /  15.4  /  4.8 ,51.2%,5.8%,240,0.1%,"16,193"
6,7,Brimstone,0.97, 14.4  /  14.8  /  7.8 ,51.1%,5.7%,207,0.1%,"16,097"
7,8,Gekko,0.95, 14.2  /  14.9  /  5 ,50.8%,5.0%,198,0.1%,"14,064"
8,9,Sova,0.98, 14.2  /  14.5  /  5.3 ,50.0%,4.7%,204,0.1%,"13,091"
9,10,Skye,0.93, 13.9  /  15  /  7.5 ,48.6%,4.0%,199,0.1%,"11,361"
10,11,Phoenix,1.11, 16.9  /  15.2  /  4.6 ,49.9%,3.8%,241,0.1%,"10,625"
11,12,Fade,0.94, 14.2  /  15.1  /  6.4 ,49.3%,3.6%,200,0.1%,"10,172"
12,13,Cypher,1, 14.5  /  14.5  /  5 ,48.9%,3.3%,201,0.1%,"9,303"
13,14,KAY/O,0.91, 13.9  /  15.3  /  8.4 ,46.2%,3.0%,202,0.1%,"8,488"
14,15,Chamber,1.07, 15.7  /  14.7  /  3.2 ,48.9%,2.6%,217,0.1%,"7,298"
15,16,Breach,0.94, 14.3  /  15.3  /  6.1 ,49.3%,2.5%,204,0.1%,"6,887"
16,17,Neon,1.01, 16.3  /  16.1  /  4.3 ,47.2%,2.3%,232,0.1%,"6,417"
17,18,Viper,0.97, 14.2  /  14.6  /  5.5 ,48.3%,2.2%,202,0.1%,"6,194"
18,19,Yoru,1.01, 15.5  /  15.3  /  4.3 ,46.8%,2.0%,219,0.1%,"5,541"
19,20,Astra,1.01, 14.7  /  14.5  /  5.9 ,50.0%,1.4%,205,0.2%,"3,997"
20,21,Harbor,0.91, 13.8  /  15.2  /  5.8 ,44.8%,0.9%,196,0.1%,"2,581"
