,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.2  /  3.4 ,49.7%,15.5%,237,0.2%,"30,936",Duelist
1,2,Omen,0.99, 14.9  /  15.1  /  8.5 ,49.7%,13.2%,202,0.1%,"26,309",Controller
2,3,Raze,1.06, 16.9  /  16  /  4.6 ,50.2%,10.9%,241,0.2%,"21,702",Duelist
3,4,Killjoy,1.05, 15.2  /  14.5  /  3.3 ,50.5%,9.3%,205,0.1%,"18,443",Sentinel
4,5,Reyna,1.12, 17.6  /  15.7  /  4.2 ,50.2%,7.3%,238,0.2%,"14,578",Duelist
5,6,Chamber,1.11, 16.7  /  15.1  /  2.5 ,48.8%,7.3%,221,0.2%,"14,551",Sentinel
6,7,Skye,0.96, 14.4  /  15  /  8.7 ,49.6%,7.2%,195,0.1%,"14,390",Initiator
7,8,Breach,0.93, 14.2  /  15.2  /  8 ,48.5%,6.6%,194,0.1%,"13,166",Initiator
8,9,Gekko,0.96, 14.4  /  15  /  4.8 ,51.0%,4.3%,191,0.1%,"8,566",Initiator
9,10,Deadlock,1.05, 15.8  /  15.1  /  3.7 ,48.7%,3.2%,215,0.1%,"6,363",Sentinel
10,11,Astra,1.05, 15.2  /  14.5  /  7.3 ,49.6%,2.3%,205,0.1%,"4,663",Controller
11,12,Brimstone,0.98, 14.7  /  15  /  10 ,51.0%,1.8%,205,0.1%,"3,505",Controller
12,13,Cypher,1.03, 15  /  14.6  /  4.4 ,50.5%,1.7%,200,0.1%,"3,473",Sentinel
13,14,Sage,0.99, 14.7  /  14.9  /  6.9 ,52.6%,1.6%,201,0.1%,"3,184",Sentinel
14,15,Fade,1.01, 15  /  14.9  /  6.8 ,50.7%,1.4%,202,0.1%,"2,769",Initiator
15,16,Harbor,0.95, 14.3  /  15.1  /  6.9 ,49.3%,1.2%,193,0.1%,"2,309",Controller
16,17,Phoenix,1.11, 17.3  /  15.6  /  4.7 ,49.7%,1.1%,237,0.1%,"2,208",Duelist
17,18,Viper,1.06, 15.8  /  14.9  /  5.9 ,51.4%,1.0%,214,0.1%,"1,934",Controller
18,19,Yoru,1.01, 16.2  /  16  /  4.3 ,46.1%,0.9%,220,0.2%,"1,887",Duelist
19,20,Neon,0.97, 16.4  /  16.8  /  4.3 ,48.3%,0.9%,225,0.2%,"1,821",Duelist
20,21,Sova,1.01, 14.9  /  14.7  /  6 ,48.5%,0.7%,207,0.1%,"1,364",Initiator
21,22,KAY/O,0.94, 14.8  /  15.7  /  10.4 ,44.9%,0.5%,206,0.1%,958,Initiator
