,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.3  /  15.7  /  3.8 ,49.1%,11.9%,240,0.2%,"353,552",Duelist
1,2,Reyna,1.16, 17.9  /  15.5  /  4.5 ,50.2%,11.6%,249,0.2%,"346,354",Duelist
2,3,Skye,0.93, 14  /  15  /  7.8 ,49.1%,6.4%,196,0.1%,"190,028",Initiator
3,4,Sage,0.9, 13.4  /  14.9  /  7 ,49.9%,6.3%,187,0.1%,"189,250",Sentinel
4,5,Viper,1.0, 14.7  /  14.6  /  6 ,50.1%,5.2%,206,0.1%,"155,649",Controller
5,6,Chamber,1.09, 16.1  /  14.7  /  3 ,48.7%,4.9%,218,0.2%,"147,123",Sentinel
6,7,Raze,1.05, 16.5  /  15.7  /  4.8 ,50.3%,4.8%,239,0.2%,"143,825",Duelist
7,8,Killjoy,1.0, 14.3  /  14.3  /  3.8 ,50.3%,4.8%,200,0.1%,"142,705",Sentinel
8,9,Omen,0.96, 14.6  /  15.2  /  6.7 ,47.8%,4.8%,203,0.1%,"142,650",Controller
9,10,Deadlock,0.99, 14.9  /  15  /  4 ,49.0%,4.7%,207,0.1%,"139,453",Sentinel
10,11,Gekko,0.94, 14.1  /  14.9  /  5 ,50.4%,4.1%,193,0.1%,"122,446",Initiator
11,12,Brimstone,0.96, 14.2  /  14.8  /  8.2 ,50.5%,4.0%,203,0.1%,"118,097",Controller
12,13,Astra,1.05, 15  /  14.4  /  6.5 ,50.4%,3.8%,206,0.1%,"112,429",Controller
13,14,Fade,0.95, 14.2  /  15  /  6.4 ,49.3%,3.8%,198,0.1%,"111,991",Initiator
14,15,Phoenix,1.13, 17.3  /  15.3  /  4.8 ,51.1%,3.7%,243,0.2%,"111,542",Duelist
15,16,Cypher,1.0, 14.5  /  14.4  /  4.8 ,49.3%,3.3%,198,0.1%,"97,819",Sentinel
16,17,Harbor,0.91, 13.7  /  15.1  /  6.2 ,46.5%,2.7%,191,0.1%,"80,130",Controller
17,18,Sova,0.98, 14.4  /  14.7  /  5.6 ,48.9%,2.3%,203,0.1%,"67,864",Initiator
18,19,KAY/O,0.91, 14.1  /  15.5  /  8.4 ,45.0%,2.3%,202,0.1%,"67,358",Initiator
19,20,Breach,0.93, 14.4  /  15.4  /  6.5 ,47.8%,1.6%,202,0.1%,"48,754",Initiator
20,21,Neon,0.99, 16.1  /  16.2  /  4.2 ,48.0%,1.6%,227,0.2%,"46,436",Duelist
21,22,Yoru,1.02, 15.9  /  15.6  /  4.4 ,46.8%,1.5%,221,0.2%,"45,683",Duelist
