,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.91, 13.4  /  14.8  /  7 ,50.2%,12.6%,189,0.1%,"38,846",Sentinel
1,2,Reyna,1.17, 18.2  /  15.6  /  4.3 ,50.6%,12.2%,254,0.1%,"37,530",Duelist
2,3,Jett,1.12, 17.7  /  15.8  /  3.9 ,50.3%,11.6%,250,0.1%,"35,661",Duelist
3,4,Viper,1.0, 14.8  /  14.7  /  5.6 ,49.7%,10.0%,206,0.1%,"30,706",Controller
4,5,Sova,0.99, 14.4  /  14.7  /  5.3 ,49.9%,8.3%,203,0.1%,"25,612",Initiator
5,6,Killjoy,1.0, 14.2  /  14.2  /  3.8 ,50.4%,6.5%,201,0.2%,"20,052",Sentinel
6,7,Raze,1.04, 16.5  /  15.8  /  4.6 ,49.1%,6.3%,238,0.1%,"19,243",Duelist
7,8,Omen,0.98, 15.2  /  15.5  /  5.6 ,48.1%,5.1%,212,0.1%,"15,665",Controller
8,9,KAY/O,0.91, 14.1  /  15.5  /  8.5 ,45.6%,4.0%,204,0.1%,"12,218",Initiator
9,10,Fade,0.93, 14.2  /  15.2  /  6.2 ,48.7%,3.2%,200,0.1%,"9,841",Initiator
10,11,Skye,0.92, 13.9  /  15.1  /  7.2 ,46.8%,3.1%,198,0.1%,"9,654",Initiator
11,12,Chamber,1.09, 16.1  /  14.8  /  3.1 ,48.6%,3.0%,221,0.1%,"9,132",Sentinel
12,13,Brimstone,0.96, 14.3  /  15  /  7 ,49.6%,2.8%,204,0.1%,"8,568",Controller
13,14,Phoenix,1.09, 16.9  /  15.5  /  4.3 ,48.8%,2.7%,237,0.1%,"8,330",Duelist
14,15,Neon,0.99, 16.1  /  16.3  /  4.1 ,45.9%,1.9%,230,0.1%,"5,965",Duelist
15,16,Cypher,0.96, 14.1  /  14.7  /  4.6 ,46.1%,1.6%,195,0.1%,"4,783",Sentinel
16,17,Yoru,1.0, 15.6  /  15.7  /  4 ,45.8%,1.5%,218,0.1%,"4,545",Duelist
17,18,Harbor,0.91, 13.9  /  15.3  /  5.6 ,46.2%,1.5%,193,0.1%,"4,518",Controller
18,19,Breach,0.92, 14.3  /  15.5  /  5.9 ,46.6%,1.4%,203,0.1%,"4,205",Initiator
19,20,Astra,1.02, 14.9  /  14.6  /  5.1 ,49.0%,0.7%,208,0.1%,"2,048",Controller
