,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.81, 11.3  /  14  /  6.1 ,51.8%,17.5%,169,0.1%,"953,292"
1,2,Reyna,1, 14.4  /  14.4  /  4.4 ,51.9%,12.1%,216,0.2%,"657,084"
2,3,Raze,0.92, 13.4  /  14.6  /  4.8 ,51.5%,11.8%,208,0.1%,"644,946"
3,4,Jett,0.93, 13.5  /  14.5  /  3.7 ,50.4%,10.3%,203,0.2%,"561,918"
4,5,Sova,0.81, 11.5  /  14.2  /  5.1 ,49.4%,7.7%,176,0.1%,"417,945"
5,6,Omen,0.86, 12.4  /  14.5  /  3.6 ,51.0%,7.0%,184,0.1%,"383,367"
6,7,Phoenix,0.89, 12.8  /  14.4  /  4 ,48.6%,6.8%,194,0.1%,"371,535"
7,8,Killjoy,0.85, 11.8  /  13.8  /  4.1 ,52.3%,6.2%,179,0.1%,"337,620"
8,9,Brimstone,0.82, 11.8  /  14.5  /  4.6 ,50.7%,4.5%,178,0.1%,"244,443"
9,10,Yoru,0.83, 12.2  /  14.7  /  3.7 ,47.6%,3.7%,182,0.1%,"204,459"
10,11,Viper,0.81, 11.6  /  14.4  /  3.9 ,49.5%,3.5%,173,0.1%,"193,137"
11,12,Cypher,0.84, 11.7  /  13.9  /  4.6 ,50.9%,3.5%,173,0.1%,"188,445"
12,13,Skye,0.76, 11  /  14.5  /  4.1 ,49.3%,2.5%,164,0.1%,"133,773"
13,14,Breach,0.83, 12.1  /  14.5  /  4.8 ,52.4%,1.9%,182,0.1%,"104,703"
14,15,Astra,0.89, 12.5  /  14.1  /  3.8 ,49.6%,1.0%,184,0.1%,"56,049"
