,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.3  /  16.1  /  3.6 ,49.5%,13.8%,238,0.1%,"2,585",Duelist
1,2,Raze,1.06, 17.1  /  16.1  /  4.6 ,49.8%,10.8%,243,0.1%,"2,020",Duelist
2,3,Killjoy,1.07, 15.5  /  14.5  /  3.6 ,51.5%,10.4%,208,0.2%,"1,936",Sentinel
3,4,Breach,0.95, 14.6  /  15.3  /  8 ,51.6%,9.5%,198,0.1%,"1,770",Initiator
4,5,Omen,1.0, 15.1  /  15  /  8 ,51.7%,9.3%,204,0.2%,"1,743",Controller
5,6,Reyna,1.14, 17.8  /  15.6  /  4.4 ,48.0%,8.4%,243,0.1%,"1,561",Duelist
6,7,Chamber,1.13, 17.2  /  15.3  /  2.7 ,53.5%,5.2%,226,0.1%,966,Sentinel
7,8,Harbor,0.97, 14.8  /  15.3  /  6.5 ,46.6%,4.4%,199,0.2%,819,Controller
8,9,Skye,0.93, 14.1  /  15.3  /  8.6 ,49.3%,4.4%,195,0.1%,817,Initiator
9,10,Astra,1.02, 15.1  /  14.9  /  6.9 ,47.9%,3.7%,201,0.2%,687,Controller
10,11,Cypher,1.01, 15.1  /  15  /  4.9 ,47.5%,3.3%,199,0.2%,617,Sentinel
11,12,Fade,0.98, 15.2  /  15.5  /  6.5 ,47.3%,3.3%,204,0.1%,609,Initiator
12,13,Sage,1.01, 14.7  /  14.5  /  7.2 ,57.3%,2.7%,201,0.1%,501,Sentinel
13,14,Brimstone,0.97, 14.5  /  15  /  9.7 ,51.8%,2.2%,202,0.2%,409,Controller
14,15,KAY/O,0.92, 14.4  /  15.7  /  10 ,40.2%,2.1%,205,0.1%,391,Initiator
15,16,Phoenix,1.12, 17  /  15.2  /  4.7 ,51.6%,1.9%,242,0.1%,349,Duelist
16,17,Neon,0.96, 15.4  /  16.1  /  4 ,47.7%,1.6%,219,0.1%,298,Duelist
17,18,Sova,1.0, 14.7  /  14.7  /  6 ,49.4%,1.4%,205,0.2%,261,Initiator
18,19,Viper,1.04, 16  /  15.4  /  6.1 ,51.6%,1.0%,211,0.2%,184,Controller
19,20,Yoru,1.01, 16.4  /  16.2  /  4.5 ,48.1%,0.8%,216,0.1%,154,Duelist
