,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.1, 16.5  /  15  /  3.1 ,50.2%,15.3%,222,0.2%,"1,927,392"
1,2,Jett,1.07, 17.1  /  16.1  /  3.6 ,49.5%,10.6%,237,0.2%,"1,337,220"
2,3,Reyna,1.12, 17.6  /  15.7  /  3.9 ,51.1%,9.7%,243,0.2%,"1,222,470"
3,4,Sage,0.94, 13.9  /  14.9  /  6.7 ,51.1%,8.1%,193,0.1%,"1,021,275"
4,5,Viper,0.98, 14.4  /  14.7  /  5.4 ,50.2%,6.8%,200,0.1%,"851,955"
5,6,Raze,1.04, 16.6  /  16  /  4.8 ,50.4%,5.9%,239,0.2%,"748,119"
6,7,Fade,0.95, 14.2  /  15  /  6.6 ,51.0%,5.7%,197,0.1%,"718,896"
7,8,Brimstone,0.96, 14.4  /  15  /  7.2 ,51.2%,5.7%,202,0.1%,"716,244"
8,9,Omen,0.96, 14.7  /  15.3  /  5.8 ,48.4%,5.5%,201,0.1%,"689,673"
9,10,Sova,0.97, 14.4  /  14.8  /  5.6 ,50.3%,5.2%,201,0.1%,"649,485"
10,11,Skye,0.94, 14.5  /  15.3  /  6.1 ,49.4%,4.1%,199,0.1%,"510,714"
11,12,KAY/O,0.9, 14.2  /  15.7  /  7.7 ,45.4%,4.0%,201,0.1%,"502,962"
12,13,Phoenix,1.11, 17.3  /  15.6  /  4 ,51.6%,3.2%,241,0.2%,"402,339"
13,14,Breach,0.92, 14.3  /  15.5  /  5.8 ,49.2%,2.4%,197,0.1%,"308,295"
14,15,Killjoy,0.98, 14.2  /  14.4  /  3.8 ,50.5%,2.1%,199,0.1%,"259,437"
15,16,Neon,0.98, 16.2  /  16.5  /  4 ,48.0%,2.0%,227,0.2%,"251,073"
16,17,Astra,1.02, 15  /  14.7  /  5.6 ,50.9%,1.5%,203,0.1%,"187,425"
17,18,Yoru,0.98, 15.5  /  15.8  /  3.6 ,47.1%,1.2%,215,0.2%,"147,747"
18,19,Cypher,0.99, 14.6  /  14.8  /  4.4 ,48.3%,1.1%,198,0.1%,"143,259"
