,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.4  /  16.3  /  3.4 ,50.3%,20.4%,234,0.2%,"25,738",Duelist
1,2,Sova,1.02, 14.8  /  14.5  /  6.4 ,50.3%,16.5%,204,0.1%,"20,788",Initiator
2,3,Omen,0.99, 14.9  /  15  /  10.3 ,50.0%,15.3%,201,0.1%,"19,294",Controller
3,4,Killjoy,1.05, 15.3  /  14.6  /  3.3 ,50.4%,11.8%,205,0.1%,"14,882",Sentinel
4,5,Reyna,1.1, 17.4  /  15.8  /  4.3 ,51.1%,9.7%,235,0.2%,"12,167",Duelist
5,6,KAY/O,0.94, 14.7  /  15.6  /  10.2 ,46.0%,5.0%,205,0.1%,"6,235",Initiator
6,7,Cypher,1.03, 15.2  /  14.8  /  4.8 ,49.9%,3.3%,199,0.1%,"4,134",Sentinel
7,8,Phoenix,1.1, 17.3  /  15.8  /  5 ,53.6%,2.8%,236,0.2%,"3,488",Duelist
8,9,Raze,1.04, 16.7  /  16  /  4.8 ,50.6%,2.5%,237,0.2%,"3,117",Duelist
9,10,Chamber,1.1, 16.9  /  15.3  /  2.5 ,51.3%,2.3%,221,0.2%,"2,883",Sentinel
10,11,Deadlock,1.05, 16  /  15.2  /  3.8 ,50.4%,2.2%,209,0.1%,"2,791",Sentinel
11,12,Brimstone,0.99, 14.5  /  14.6  /  11.9 ,55.8%,1.7%,206,0.1%,"2,187",Controller
12,13,Astra,1.05, 15.7  /  14.9  /  9.1 ,51.8%,1.6%,208,0.1%,"2,072",Controller
13,14,Skye,0.96, 14.7  /  15.4  /  7.9 ,48.0%,1.2%,199,0.1%,"1,528",Initiator
14,15,Sage,1.0, 14.9  /  14.9  /  7.1 ,52.4%,1.1%,204,0.1%,"1,368",Sentinel
15,16,Fade,1.01, 15  /  14.8  /  7.4 ,50.7%,1.0%,206,0.1%,"1,298",Initiator
16,17,Yoru,1.0, 16  /  16  /  4.8 ,49.4%,0.7%,220,0.2%,925,Duelist
17,18,Breach,1.01, 15.2  /  15.1  /  8.3 ,51.5%,0.3%,206,0.1%,373,Initiator
18,19,Neon,0.98, 16.1  /  16.5  /  4.5 ,50.3%,0.3%,222,0.2%,336,Duelist
19,20,Gekko,1.0, 15.4  /  15.4  /  5 ,50.0%,0.1%,202,180,,Initiator
20,21,Viper,1.15, 16.7  /  14.5  /  5.3 ,48.5%,0.1%,224,68,,Controller
21,22,Harbor,1.26, 17.1  /  13.6  /  7.6 ,57.1%,0.0%,230,0.1%,14,Controller
