,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.11, 16.6  /  14.9  /  3.2 ,50.5%,14.3%,225,0.2%,"2,658,069"
1,2,Reyna,1.13, 17.7  /  15.6  /  3.9 ,51.2%,11.3%,245,0.2%,"2,099,160"
2,3,Jett,1.08, 17.2  /  16  /  3.7 ,50.1%,10.5%,239,0.2%,"1,951,209"
3,4,Sage,0.93, 13.8  /  14.8  /  6.6 ,51.5%,8.9%,192,0.1%,"1,666,425"
4,5,Viper,0.98, 14.3  /  14.6  /  5.3 ,50.8%,6.5%,199,0.1%,"1,208,292"
5,6,Omen,0.96, 14.7  /  15.2  /  5.6 ,48.9%,6.1%,202,0.1%,"1,142,043"
6,7,Raze,1.04, 16.5  /  15.9  /  4.8 ,50.8%,5.7%,238,0.2%,"1,070,541"
7,8,Brimstone,0.96, 14.4  /  14.9  /  7.2 ,51.3%,5.7%,203,0.1%,"1,060,545"
8,9,Sova,0.98, 14.3  /  14.7  /  5.6 ,50.6%,4.9%,202,0.1%,"921,927"
9,10,Skye,0.95, 14.4  /  15.2  /  6 ,49.9%,4.5%,200,0.1%,"842,316"
10,11,Fade,0.95, 14.2  /  15  /  6.7 ,50.6%,4.4%,198,0.1%,"826,761"
11,12,KAY/O,0.92, 14.2  /  15.5  /  7.6 ,46.8%,3.9%,202,0.1%,"718,386"
12,13,Phoenix,1.11, 17.2  /  15.5  /  3.9 ,50.7%,2.6%,241,0.2%,"479,196"
13,14,Killjoy,0.98, 14.1  /  14.4  /  3.9 ,50.2%,2.5%,199,0.1%,"459,459"
14,15,Neon,1, 16.3  /  16.3  /  3.9 ,48.4%,2.4%,229,0.2%,"445,383"
15,16,Breach,0.92, 14.2  /  15.4  /  5.5 ,48.7%,2.4%,198,0.1%,"442,068"
16,17,Cypher,0.98, 14.3  /  14.7  /  4.3 ,48.3%,1.3%,197,0.1%,"243,729"
17,18,Yoru,1.01, 15.7  /  15.6  /  3.5 ,46.6%,1.2%,219,0.2%,"222,207"
18,19,Astra,1.03, 15.1  /  14.7  /  5.5 ,50.7%,1.0%,205,0.1%,"192,627"
