,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.12, 17.6  /  15.7  /  3.7 ,49.7%,14.2%,245,0.2%,"426,462"
1,2,Reyna,1.14, 17.8  /  15.6  /  4 ,51.4%,13.5%,246,0.2%,"406,164"
2,3,Sage,0.94, 13.9  /  14.7  /  6.9 ,50.8%,11.4%,190,0.1%,"342,771"
3,4,Neon,1.01, 16.7  /  16.5  /  4.1 ,47.9%,7.4%,234,0.2%,"221,493"
4,5,Sova,0.99, 14.5  /  14.6  /  6 ,50.3%,7.0%,204,0.1%,"209,253"
5,6,Viper,1, 14.5  /  14.5  /  5.4 ,51.5%,6.6%,200,0.1%,"198,951"
6,7,Chamber,1.1, 16.1  /  14.7  /  3.1 ,51.5%,6.3%,220,0.1%,"188,496"
7,8,Raze,1.03, 16.5  /  16  /  4.9 ,49.1%,5.3%,239,0.2%,"159,732"
8,9,Skye,0.96, 14.5  /  15.1  /  6 ,50.8%,4.6%,199,0.1%,"138,261"
9,10,Killjoy,0.99, 14.2  /  14.4  /  3.9 ,51.7%,4.5%,200,0.1%,"135,966"
10,11,Omen,0.98, 14.9  /  15.2  /  5.3 ,50.8%,4.5%,203,0.1%,"135,252"
11,12,Astra,1.02, 15.1  /  14.8  /  5.4 ,48.1%,3.4%,203,0.1%,"103,173"
12,13,Brimstone,0.98, 14.7  /  15  /  6.5 ,51.1%,3.2%,203,0.1%,"96,084"
13,14,Cypher,0.98, 14.5  /  14.8  /  4.1 ,49.0%,2.9%,197,0.1%,"86,088"
14,15,Breach,0.92, 14.3  /  15.5  /  5.4 ,48.6%,1.9%,197,0.1%,"57,528"
15,16,KAY/O,0.91, 14  /  15.4  /  7.4 ,46.1%,1.7%,197,0.1%,"50,847"
16,17,Phoenix,1.07, 16.4  /  15.3  /  3.9 ,50.4%,1.2%,231,0.2%,"36,363"
17,18,Yoru,0.99, 15.2  /  15.4  /  3.4 ,43.7%,0.6%,217,0.2%,"16,677"
