,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.09, 17.7  /  16.3  /  3.4 ,50.4%,15.3%,240,0.2%,"19,048"
1,2,Raze,1.05, 17.2  /  16.4  /  4.8 ,50.7%,14.3%,246,0.2%,"17,792"
2,3,Skye,0.97, 14.6  /  15.1  /  8.3 ,49.8%,13.5%,198,0.1%,"16,781"
3,4,Omen,1, 15  /  15  /  9.1 ,49.9%,12.6%,203,0.1%,"15,669"
4,5,Sage,0.99, 15  /  15.1  /  7.3 ,52.0%,9.5%,204,0.1%,"11,865"
5,6,Cypher,1.04, 15.2  /  14.7  /  4.2 ,49.4%,7.4%,201,0.1%,"9,190"
6,7,Reyna,1.13, 17.9  /  15.8  /  4.2 ,51.7%,6.5%,242,0.2%,"8,061"
7,8,Astra,1.05, 15.3  /  14.7  /  7.8 ,47.8%,4.8%,206,0.1%,"5,953"
8,9,Killjoy,1.06, 15.4  /  14.6  /  3.3 ,50.3%,4.2%,209,0.1%,"5,182"
9,10,Deadlock,1.06, 16.3  /  15.3  /  3.6 ,50.9%,2.8%,262,0.1%,"3,467"
10,11,Chamber,1.1, 16.9  /  15.3  /  2.6 ,48.7%,2.5%,224,0.2%,"3,086"
11,12,Brimstone,0.99, 14.6  /  14.9  /  10.8 ,53.2%,1.5%,209,0.1%,"1,926"
12,13,Breach,0.92, 14.2  /  15.4  /  8.1 ,45.1%,1.4%,195,0.1%,"1,698"
13,14,Phoenix,1.05, 16.7  /  15.9  /  4.8 ,47.5%,0.8%,233,0.2%,945
14,15,Viper,1.06, 16.3  /  15.3  /  5.5 ,45.3%,0.7%,222,0.1%,923
15,16,Yoru,1.05, 16.5  /  15.8  /  4.5 ,45.9%,0.7%,227,0.2%,876
16,17,KAY/O,0.96, 15  /  15.7  /  9.4 ,44.9%,0.5%,209,0.1%,603
17,18,Fade,0.98, 15  /  15.4  /  6.4 ,48.8%,0.4%,204,0.1%,465
18,19,Gekko,1.02, 15.2  /  15  /  4.7 ,53.1%,0.4%,204,0.1%,461
19,20,Neon,0.96, 16  /  16.7  /  4.3 ,50.8%,0.3%,222,0.2%,415
20,21,Sova,1.03, 15.3  /  14.9  /  5.7 ,48.3%,0.2%,215,0.1%,238
21,22,Harbor,0.92, 13.6  /  14.8  /  5.7 ,34.0%,0.0%,185,0.1%,47
