,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.1, 16.5  /  15  /  4.6 ,50.1%,11.1%,236,0.2%,"338,591",Duelist
1,2,Sage,0.85, 12.3  /  14.5  /  6.8 ,50.0%,10.5%,177,0.1%,"321,132",Sentinel
2,3,Omen,0.93, 13.8  /  14.9  /  5.8 ,49.0%,8.4%,197,0.1%,"256,939",Controller
3,4,Raze,0.99, 15.1  /  15.3  /  5.3 ,50.4%,7.4%,228,0.2%,"227,039",Duelist
4,5,Jett,1.02, 15.6  /  15.3  /  4 ,49.3%,6.0%,224,0.2%,"184,793",Duelist
5,6,Skye,0.86, 12.7  /  14.7  /  7.7 ,49.0%,6.0%,184,0.1%,"183,759",Initiator
6,7,Deadlock,0.92, 13.6  /  14.8  /  4 ,49.3%,5.5%,200,0.1%,"167,735",Sentinel
7,8,Killjoy,0.93, 13.1  /  14.1  /  4 ,50.3%,5.0%,189,0.1%,"152,103",Sentinel
8,9,Gekko,0.86, 12.8  /  14.8  /  4.8 ,49.4%,4.9%,182,0.1%,"149,238",Initiator
9,10,Brimstone,0.92, 13.5  /  14.7  /  7.2 ,50.2%,4.4%,197,0.1%,"134,856",Controller
10,11,Phoenix,1.02, 15.2  /  14.9  /  4.6 ,49.5%,3.6%,221,0.1%,"111,159",Duelist
11,12,Neon,0.95, 14.9  /  15.7  /  4.3 ,47.7%,3.0%,215,0.2%,"91,733",Duelist
12,13,Chamber,1.02, 14.8  /  14.5  /  3.4 ,49.0%,3.0%,207,0.2%,"91,600",Sentinel
13,14,Fade,0.85, 12.7  /  14.9  /  6.2 ,48.7%,2.9%,183,0.1%,"89,444",Initiator
14,15,Sova,0.89, 13.1  /  14.7  /  5.3 ,48.5%,2.8%,191,0.1%,"87,118",Initiator
15,16,Viper,0.91, 13.3  /  14.6  /  5.4 ,48.6%,2.8%,193,0.1%,"86,125",Controller
16,17,Breach,0.9, 13.6  /  15.1  /  6.1 ,49.6%,2.7%,195,0.1%,"81,717",Initiator
17,18,Yoru,0.93, 14.1  /  15.3  /  4.3 ,46.5%,2.7%,202,0.1%,"81,190",Duelist
18,19,Cypher,0.93, 13.3  /  14.3  /  4.8 ,48.4%,2.6%,188,0.1%,"78,765",Sentinel
19,20,KAY/O,0.84, 12.8  /  15.2  /  8.3 ,46.2%,2.5%,189,0.1%,"77,232",Initiator
20,21,Harbor,0.86, 12.8  /  15  /  5.6 ,46.7%,1.3%,184,0.1%,"39,785",Controller
21,22,Astra,0.96, 13.9  /  14.4  /  5.4 ,49.3%,1.0%,196,0.1%,"30,694",Controller
