,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.17, 17.4  /  14.9  /  4.7 ,51.1%,12.0%,249,0.1%,"881,045"
1,2,Sage,0.88, 12.7  /  14.4  /  6.9 ,50.1%,11.6%,183,0.1%,"845,920"
2,3,Jett,1.1, 16.6  /  15.1  /  4.1 ,50.1%,7.6%,237,0.1%,"556,744"
3,4,Omen,0.96, 14.3  /  14.8  /  5.7 ,48.5%,6.3%,204,0.1%,"459,611"
4,5,Raze,1.03, 15.6  /  15.2  /  5 ,49.8%,6.0%,232,0.1%,"436,015"
5,6,Killjoy,0.98, 13.5  /  13.9  /  4.2 ,50.9%,5.8%,197,0.1%,"421,068"
6,7,Gekko,0.92, 13.5  /  14.6  /  5 ,50.8%,5.2%,191,0.1%,"380,491"
7,8,Viper,0.97, 13.9  /  14.3  /  5.7 ,50.0%,4.9%,201,0.1%,"355,541"
8,9,Skye,0.91, 13.4  /  14.6  /  7.7 ,49.4%,4.7%,194,0.1%,"347,157"
9,10,Brimstone,0.96, 13.9  /  14.5  /  7.2 ,50.6%,4.5%,204,0.1%,"331,372"
10,11,Phoenix,1.08, 16  /  14.8  /  4.7 ,50.2%,4.0%,232,0.1%,"296,261"
11,12,Fade,0.92, 13.5  /  14.8  /  6.4 ,49.5%,3.9%,195,0.1%,"283,228"
12,13,Sova,0.95, 13.7  /  14.4  /  5.4 ,48.8%,3.4%,199,0.1%,"246,029"
13,14,Cypher,0.98, 13.8  /  14.1  /  5 ,49.1%,3.3%,194,0.1%,"241,601"
14,15,Chamber,1.06, 15.2  /  14.3  /  3.4 ,48.7%,3.2%,213,0.1%,"237,471"
15,16,Neon,0.99, 15.6  /  15.6  /  4.3 ,48.9%,2.9%,225,0.1%,"211,197"
16,17,KAY/O,0.88, 13.4  /  15.1  /  7.9 ,46.6%,2.8%,197,0.1%,"208,052"
17,18,Yoru,0.98, 14.9  /  15.2  /  4.5 ,46.9%,2.6%,213,0.1%,"192,000"
18,19,Harbor,0.88, 13.1  /  14.8  /  5.9 ,47.6%,2.2%,188,0.1%,"164,223"
19,20,Breach,0.93, 14  /  15.1  /  5.9 ,48.4%,1.7%,202,0.1%,"121,958"
20,21,Astra,1.02, 14.4  /  14  /  5.6 ,50.7%,1.4%,203,0.1%,"101,428"
