,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.2  /  3.6 ,48.9%,13.9%,238,0.1%,"399,473",Duelist
1,2,Omen,0.99, 15  /  15.2  /  8 ,49.2%,10.9%,204,0.1%,"313,454",Controller
2,3,Raze,1.05, 17  /  16.1  /  4.8 ,49.9%,9.4%,242,0.1%,"272,406",Duelist
3,4,Killjoy,1.04, 15  /  14.4  /  3.6 ,50.3%,9.2%,205,0.1%,"266,328",Sentinel
4,5,Reyna,1.13, 17.8  /  15.8  /  4.3 ,49.8%,8.6%,242,0.1%,"247,553",Duelist
5,6,Skye,0.96, 14.5  /  15.1  /  8.4 ,49.5%,6.7%,198,0.1%,"193,683",Initiator
6,7,Gekko,0.95, 14.4  /  15.1  /  4.9 ,49.6%,6.1%,193,0.1%,"174,642",Initiator
7,8,Chamber,1.1, 16.7  /  15.1  /  2.7 ,48.5%,6.0%,221,0.1%,"172,894",Sentinel
8,9,Breach,0.94, 14.4  /  15.4  /  7.7 ,48.3%,5.6%,198,0.1%,"162,882",Initiator
9,10,Sage,0.96, 14.4  /  15.1  /  7.1 ,50.8%,3.2%,197,0.1%,"93,111",Sentinel
10,11,Brimstone,0.98, 14.7  /  15  /  9.4 ,51.7%,2.7%,206,0.1%,"79,182",Controller
11,12,Cypher,1.01, 15  /  14.8  /  4.6 ,48.3%,2.6%,201,0.1%,"76,031",Sentinel
12,13,Harbor,0.94, 14.3  /  15.3  /  6.5 ,46.6%,2.6%,194,0.1%,"73,787",Controller
13,14,Astra,1.04, 15.2  /  14.7  /  6.9 ,49.6%,2.4%,205,0.1%,"68,595",Controller
14,15,Fade,0.97, 14.7  /  15.2  /  6.7 ,49.0%,2.0%,200,0.1%,"58,045",Initiator
15,16,Phoenix,1.11, 17.3  /  15.6  /  4.7 ,50.4%,2.0%,238,0.1%,"57,567",Duelist
16,17,Viper,1.04, 15.4  /  14.8  /  6 ,49.1%,1.4%,212,0.1%,"39,859",Controller
17,18,KAY/O,0.93, 14.5  /  15.7  /  9.7 ,43.8%,1.4%,205,0.1%,"39,113",Initiator
18,19,Neon,0.97, 16.2  /  16.7  /  4.3 ,47.1%,1.2%,225,0.1%,"35,957",Duelist
19,20,Sova,1.0, 14.9  /  14.9  /  5.9 ,48.8%,1.1%,207,0.1%,"31,177",Initiator
20,21,Yoru,1.0, 16  /  15.9  /  4.5 ,46.6%,0.9%,218,0.1%,"27,216",Duelist
