,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 17.9  /  16.2  /  3.5 ,50.4%,21.7%,242,0.1%,795.0,Duelist
1,2,Sova,1.03, 15.1  /  14.7  /  6.7 ,49.6%,16.1%,211,0.1%,591.0,Initiator
2,3,Omen,1.01, 15.1  /  15  /  9.8 ,51.9%,14.4%,205,0.1%,528.0,Controller
3,4,Killjoy,1.13, 16.6  /  14.8  /  3.3 ,50.4%,13.6%,222,0.2%,498.0,Sentinel
4,5,KAY/O,0.98, 15.6  /  15.9  /  10.4 ,51.2%,9.8%,215,0.1%,361.0,Initiator
5,6,Reyna,1.18, 18.7  /  15.8  /  4.6 ,49.0%,6.8%,249,0.1%,,Duelist
6,7,Cypher,1.13, 15.8  /  14.1  /  4.8 ,44.7%,3.6%,208,0.2%,132.0,Sentinel
7,8,Raze,1.02, 16.8  /  16.5  /  4.4 ,50.5%,2.7%,228,0.1%,99.0,Duelist
8,9,Astra,1.2, 16.4  /  13.7  /  7.8 ,50.6%,2.4%,225,0.2%,89.0,Controller
9,10,Fade,1.0, 14.9  /  14.9  /  7.5 ,61.3%,2.2%,215,0.1%,80.0,Initiator
10,11,Phoenix,1.31, 18.5  /  14.1  /  5.3 ,79.5%,2.0%,269,0.1%,73.0,Duelist
11,12,Chamber,1.11, 17.2  /  15.5  /  2.9 ,48.1%,1.5%,235,0.1%,54.0,Sentinel
12,13,Yoru,1.03, 16.6  /  16.1  /  5.4 ,48.6%,1.0%,213,0.1%,35.0,Duelist
13,14,Sage,1.07, 15.8  /  14.8  /  8.5 ,54.5%,0.9%,222,0.2%,33.0,Sentinel
14,15,Brimstone,0.99, 13.8  /  14  /  12.6 ,46.4%,0.8%,204,0.1%,28.0,Controller
15,16,Skye,0.87, 14.2  /  16.4  /  8.3 ,25.0%,0.4%,208,0.1%,,Initiator
16,17,Neon,0.72, 14.2  /  19.7  /  5 ,0.0%,0.2%,176,0.1%,6.0,Duelist
17,18,Harbor,0.86, 18  /  21  /  7.5 ,0.0%,0.1%,180,2,,Controller
18,19,Breach,0.84, 16  /  19  /  10 ,100.0%,0.0%,204,1,,Initiator
