,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 17.5  /  15.9  /  3.6 ,48.5%,14.1%,239,0.1%,"7,650",Duelist
1,2,Brimstone,1.0, 14.7  /  14.7  /  9.3 ,50.3%,13.8%,207,0.2%,"7,451",Controller
2,3,Breach,0.95, 14.5  /  15.2  /  7.4 ,48.4%,13.2%,200,0.1%,"7,141",Initiator
3,4,Reyna,1.14, 17.7  /  15.5  /  4.3 ,50.1%,9.1%,242,0.1%,"4,939",Duelist
4,5,Killjoy,1.04, 14.8  /  14.2  /  3.7 ,52.0%,8.6%,205,0.2%,"4,642",Sentinel
5,6,Raze,1.07, 17  /  15.9  /  4.7 ,50.4%,8.4%,242,0.1%,"4,570",Duelist
6,7,Cypher,1.03, 15.2  /  14.8  /  4.8 ,48.3%,5.8%,204,0.1%,"3,141",Sentinel
7,8,Sage,0.95, 14  /  14.7  /  6.8 ,51.1%,4.1%,193,0.1%,"2,205",Sentinel
8,9,Fade,1.0, 14.7  /  14.8  /  6.3 ,49.3%,3.7%,203,0.1%,"2,019",Initiator
9,10,Viper,1.02, 15.1  /  14.7  /  5.8 ,48.9%,3.3%,210,0.2%,"1,778",Controller
10,11,Neon,1.01, 16.6  /  16.3  /  4.4 ,50.9%,2.9%,231,0.1%,"1,572",Duelist
11,12,KAY/O,0.94, 14.5  /  15.5  /  9.4 ,47.1%,2.8%,205,0.1%,"1,525",Initiator
12,13,Chamber,1.09, 16.8  /  15.3  /  2.9 ,46.7%,2.7%,222,0.1%,"1,476",Sentinel
13,14,Skye,0.96, 14.9  /  15.4  /  7.3 ,45.8%,1.8%,201,0.1%,950,Initiator
14,15,Phoenix,1.14, 17.5  /  15.4  /  4.6 ,48.5%,1.7%,241,0.1%,939,Duelist
15,16,Omen,0.97, 14.7  /  15.1  /  7.7 ,46.1%,1.2%,201,0.2%,648,Controller
16,17,Astra,1.07, 15.8  /  14.8  /  6.5 ,48.4%,0.9%,215,0.1%,498,Controller
17,18,Yoru,1.01, 15.7  /  15.5  /  4.4 ,44.8%,0.8%,218,0.1%,413,Duelist
18,19,Harbor,0.97, 15  /  15.4  /  6.6 ,50.0%,0.7%,202,0.1%,382,Controller
19,20,Sova,0.96, 14.7  /  15.4  /  5.4 ,44.7%,0.4%,205,0.1%,228,Initiator
