,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 18.1  /  15.3  /  4.6 ,50.5%,12.2%,256,0.1%,"33,680",Duelist
1,2,Sage,0.92, 13.4  /  14.7  /  7 ,50.4%,10.2%,191,0.1%,"28,220",Sentinel
2,3,Omen,0.99, 14.9  /  15.1  /  6 ,48.8%,7.4%,210,0.1%,"20,297",Controller
3,4,Jett,1.1, 17.1  /  15.5  /  4 ,49.4%,7.2%,243,0.1%,"19,859",Duelist
4,5,Raze,1.05, 16.4  /  15.6  /  5.2 ,49.3%,6.8%,242,0.1%,"18,855",Duelist
5,6,Killjoy,0.99, 14  /  14.1  /  4 ,50.8%,6.6%,201,0.2%,"18,220",Sentinel
6,7,Gekko,0.97, 14.3  /  14.7  /  4.9 ,51.2%,5.1%,200,0.1%,"14,059",Initiator
7,8,Brimstone,0.97, 14.4  /  14.8  /  7.4 ,50.3%,4.8%,208,0.1%,"13,193",Controller
8,9,Skye,0.94, 13.9  /  14.8  /  7.7 ,50.3%,4.7%,198,0.1%,"12,927",Initiator
9,10,Fade,0.93, 14.1  /  15.2  /  6.2 ,48.9%,3.9%,199,0.1%,"10,693",Initiator
10,11,Phoenix,1.14, 17.2  /  15.1  /  4.7 ,50.6%,3.8%,244,0.1%,"10,415",Duelist
11,12,Breach,0.94, 14.4  /  15.2  /  6.2 ,50.2%,3.7%,204,0.1%,"10,177",Initiator
12,13,KAY/O,0.9, 13.9  /  15.4  /  8.6 ,45.4%,3.3%,203,0.1%,"9,162",Initiator
13,14,Chamber,1.07, 15.8  /  14.8  /  3.3 ,49.0%,3.0%,218,0.1%,"8,358",Sentinel
14,15,Cypher,0.99, 14.2  /  14.4  /  4.9 ,49.3%,3.0%,199,0.1%,"8,251",Sentinel
15,16,Viper,0.99, 14.5  /  14.7  /  5.5 ,49.6%,2.9%,206,0.1%,"8,101",Controller
16,17,Sova,0.97, 14.3  /  14.7  /  5.3 ,48.6%,2.8%,205,0.1%,"7,799",Initiator
17,18,Neon,1.03, 16.5  /  16  /  4.3 ,50.0%,2.8%,234,0.1%,"7,693",Duelist
18,19,Harbor,0.91, 13.8  /  15.1  /  5.7 ,46.2%,2.1%,195,0.1%,"5,833",Controller
19,20,Yoru,1.0, 15.5  /  15.5  /  4.4 ,46.7%,2.1%,219,0.1%,"5,763",Duelist
20,21,Astra,1.03, 14.9  /  14.4  /  5.6 ,51.9%,1.4%,206,0.2%,"3,903",Controller
