,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.2  /  16.1  /  3.6 ,48.8%,16.4%,235,0.1%,"5,733"
1,2,Fade,0.97, 14.7  /  15.2  /  6.5 ,48.2%,11.0%,202,0.1%,"3,828"
2,3,Reyna,1.13, 17.8  /  15.8  /  4.4 ,47.9%,9.2%,244,0.1%,"3,197"
3,4,Astra,1.04, 15.3  /  14.6  /  7.1 ,50.4%,7.1%,206,0.2%,"2,465"
4,5,Cypher,0.99, 14.7  /  14.9  /  4.7 ,49.0%,6.9%,199,0.1%,"2,422"
5,6,Killjoy,1.04, 15.1  /  14.5  /  3.7 ,50.8%,6.5%,206,0.2%,"2,284"
6,7,Viper,1.03, 15.2  /  14.7  /  6.4 ,51.2%,6.5%,210,0.2%,"2,254"
7,8,Phoenix,1.14, 17.8  /  15.5  /  5.2 ,55.1%,5.3%,246,0.1%,"1,849"
8,9,Sage,0.96, 14.5  /  15.1  /  7.4 ,50.3%,4.8%,198,0.1%,"1,677"
9,10,Raze,1.05, 16.9  /  16.1  /  4.8 ,54.6%,4.3%,239,0.1%,"1,510"
10,11,KAY/O,0.94, 14.7  /  15.7  /  9.4 ,46.2%,4.1%,207,0.1%,"1,421"
11,12,Skye,0.98, 14.9  /  15.3  /  8.1 ,50.0%,3.8%,203,0.1%,"1,343"
12,13,Harbor,0.89, 13.8  /  15.5  /  6.7 ,44.0%,3.8%,189,0.1%,"1,326"
13,14,Chamber,1.05, 16.1  /  15.3  /  2.8 ,47.8%,2.7%,214,0.1%,947
14,15,Brimstone,0.95, 14.4  /  15.2  /  9.2 ,44.3%,2.2%,201,0.1%,768
15,16,Sova,0.96, 15  /  15.6  /  6.5 ,50.4%,1.5%,204,0.1%,538
16,17,Neon,0.95, 16.3  /  17.1  /  4.3 ,51.0%,1.2%,223,0.1%,433
17,18,Yoru,1.04, 16.3  /  15.7  /  4.3 ,47.4%,1.2%,227,0.1%,407
18,19,Omen,1.01, 15.5  /  15.3  /  7.4 ,49.0%,0.9%,209,0.1%,302
19,20,Breach,0.9, 14  /  15.5  /  7.1 ,38.5%,0.6%,196,0.1%,192
