,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.18, 17.9  /  15.2  /  4.5 ,50.5%,11.8%,252,0.1%,"38,760",Duelist
1,2,Sage,0.89, 13  /  14.6  /  6.9 ,50.3%,9.8%,185,0.1%,"32,235",Sentinel
2,3,Jett,1.11, 17.2  /  15.5  /  3.9 ,49.0%,8.9%,242,0.1%,"29,194",Duelist
3,4,Brimstone,0.98, 14.4  /  14.6  /  8 ,50.4%,8.5%,206,0.1%,"27,766",Controller
4,5,Killjoy,0.99, 14  /  14.2  /  4.1 ,50.0%,7.5%,200,0.2%,"24,445",Sentinel
5,6,Breach,0.94, 14.3  /  15.2  /  6.4 ,48.7%,7.4%,202,0.1%,"24,103",Initiator
6,7,Raze,1.04, 16.2  /  15.6  /  4.8 ,49.3%,6.3%,236,0.1%,"20,790",Duelist
7,8,Viper,0.98, 14.2  /  14.6  /  5.5 ,50.2%,4.4%,201,0.2%,"14,351",Controller
8,9,Omen,0.96, 14.5  /  15.1  /  6.1 ,47.4%,4.4%,204,0.1%,"14,346",Controller
9,10,Fade,0.93, 13.8  /  14.9  /  6.1 ,49.1%,4.2%,195,0.1%,"13,684",Initiator
10,11,Skye,0.91, 13.6  /  15  /  7.2 ,48.3%,3.8%,193,0.1%,"12,491",Initiator
11,12,Cypher,0.99, 14.3  /  14.4  /  4.9 ,49.2%,3.7%,198,0.1%,"12,260",Sentinel
12,13,KAY/O,0.9, 13.7  /  15.4  /  8.5 ,46.0%,3.4%,200,0.1%,"10,997",Initiator
13,14,Neon,1.01, 16.3  /  16  /  4.4 ,49.2%,3.4%,231,0.1%,"10,983",Duelist
14,15,Phoenix,1.1, 16.6  /  15.1  /  4.5 ,48.7%,3.3%,236,0.1%,"10,699",Duelist
15,16,Chamber,1.06, 15.8  /  14.8  /  3.2 ,47.2%,2.9%,218,0.1%,"9,444",Sentinel
16,17,Sova,0.94, 14  /  14.9  /  5.3 ,47.4%,2.5%,201,0.1%,"8,209",Initiator
17,18,Yoru,1.0, 15.3  /  15.4  /  4.3 ,46.2%,1.6%,217,0.1%,"5,186",Duelist
18,19,Harbor,0.89, 13.4  /  15.1  /  5.6 ,43.9%,1.2%,191,0.1%,"3,808",Controller
19,20,Astra,1.04, 15  /  14.4  /  5.9 ,49.4%,1.2%,208,0.1%,"3,799",Controller
