,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.1, 16.5  /  15  /  4.7 ,50.0%,11.2%,237,0.2%,"343,014"
1,2,Sage,0.83, 12  /  14.5  /  6.8 ,49.8%,10.8%,174,0.1%,"330,403"
2,3,Omen,0.92, 13.7  /  14.9  /  5.7 ,48.4%,6.7%,196,0.1%,"205,240"
3,4,Jett,1.02, 15.6  /  15.2  /  4 ,49.1%,6.4%,223,0.2%,"196,233"
4,5,Raze,0.98, 14.9  /  15.2  /  5 ,49.6%,6.0%,223,0.2%,"183,476"
5,6,Skye,0.86, 12.6  /  14.7  /  7.7 ,48.8%,5.5%,184,0.1%,"169,172"
6,7,Deadlock,0.92, 13.5  /  14.7  /  4.1 ,49.1%,5.4%,199,0.1%,"164,292"
7,8,Killjoy,0.93, 12.9  /  13.9  /  4.2 ,50.8%,4.8%,189,0.1%,"148,128"
8,9,Gekko,0.87, 12.8  /  14.7  /  4.9 ,50.4%,4.7%,182,0.1%,"144,637"
9,10,Brimstone,0.92, 13.3  /  14.5  /  7.1 ,50.4%,4.4%,196,0.1%,"134,759"
10,11,Viper,0.92, 13.2  /  14.4  /  5.6 ,49.1%,4.1%,192,0.1%,"126,647"
11,12,Phoenix,1.02, 15.2  /  14.9  /  4.7 ,49.1%,3.7%,220,0.2%,"114,418"
12,13,Fade,0.86, 12.8  /  14.8  /  6.3 ,49.0%,3.5%,185,0.1%,"106,606"
13,14,Chamber,1.01, 14.6  /  14.4  /  3.5 ,48.2%,3.2%,204,0.2%,"98,544"
14,15,Cypher,0.94, 13.2  /  14.1  /  5 ,49.2%,3.2%,187,0.1%,"97,348"
15,16,Sova,0.89, 12.9  /  14.5  /  5.4 ,47.9%,3.1%,189,0.1%,"94,346"
16,17,Neon,0.95, 14.8  /  15.6  /  4.3 ,48.2%,2.9%,214,0.2%,"89,162"
17,18,Yoru,0.94, 14.2  /  15.1  /  4.4 ,47.0%,2.8%,204,0.1%,"87,218"
18,19,KAY/O,0.84, 12.7  /  15.1  /  7.9 ,46.4%,2.5%,188,0.1%,"77,427"
19,20,Harbor,0.85, 12.6  /  14.8  /  5.7 ,47.7%,1.8%,181,0.1%,"55,513"
20,21,Breach,0.9, 13.6  /  15.1  /  5.9 ,49.1%,1.8%,196,0.1%,"55,460"
21,22,Astra,0.97, 13.7  /  14.1  /  5.7 ,50.0%,1.4%,194,0.1%,"42,929"
