,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.9, 13  /  14.5  /  7.2 ,50.0%,13.3%,187,0.1%,"41,491"
1,2,Reyna,1.15, 17.3  /  15.1  /  4.7 ,50.8%,11.9%,248,0.1%,"37,174"
2,3,Raze,1.04, 16  /  15.4  /  5.1 ,51.4%,7.9%,238,0.1%,"24,594"
3,4,Omen,0.98, 14.7  /  15  /  5.9 ,48.5%,7.4%,209,0.1%,"23,093"
4,5,Jett,1.07, 16.5  /  15.5  /  4.1 ,48.3%,7.0%,236,0.1%,"21,738"
5,6,Killjoy,0.99, 13.9  /  14  /  4.2 ,49.5%,6.8%,202,0.2%,"21,043"
6,7,Brimstone,0.96, 14.2  /  14.8  /  7.4 ,50.6%,4.9%,207,0.1%,"15,303"
7,8,Skye,0.91, 13.5  /  14.8  /  7.7 ,49.2%,4.7%,195,0.1%,"14,513"
8,9,Fade,0.92, 13.7  /  14.9  /  5.9 ,48.6%,4.3%,196,0.1%,"13,250"
9,10,Cypher,0.99, 14.2  /  14.3  /  5.1 ,49.0%,4.1%,199,0.2%,"12,877"
10,11,Viper,0.96, 13.9  /  14.5  /  5.3 ,49.1%,4.0%,200,0.1%,"12,336"
11,12,Phoenix,1.08, 16.1  /  15  /  4.7 ,50.2%,3.9%,233,0.1%,"12,270"
12,13,Sova,0.96, 14  /  14.6  /  5.2 ,49.5%,3.7%,202,0.1%,"11,520"
13,14,KAY/O,0.87, 13.3  /  15.2  /  8.1 ,46.8%,3.7%,197,0.1%,"11,513"
14,15,Neon,0.98, 15.4  /  15.8  /  4.3 ,48.4%,2.8%,223,0.1%,"8,801"
15,16,Breach,0.94, 14.2  /  15.1  /  5.9 ,49.1%,2.5%,205,0.1%,"7,772"
16,17,Yoru,0.98, 14.9  /  15.2  /  4.4 ,46.4%,2.5%,213,0.1%,"7,659"
17,18,Chamber,1.03, 15.2  /  14.8  /  3.4 ,46.6%,2.2%,214,0.1%,"6,793"
18,19,Astra,1.02, 14.8  /  14.6  /  5.7 ,51.2%,1.4%,208,0.1%,"4,209"
19,20,Harbor,0.89, 13.4  /  15.1  /  5.4 ,45.2%,1.1%,192,0.1%,"3,574"
